genome_i,genome_j,phylogroup_i,phylogroup_j,distance
D2_7,G_1,D2,G,0.255849
D2_7,G_2,D2,G,0.256009
D2_7,G_3,D2,G,0.255384
D2_7,G_4,D2,G,0.255466
D2_7,G_5,D2,G,0.252990
D2_7,G_6,D2,G,0.254582
D2_7,G_7,D2,G,0.255172
D2_7,G_8,D2,G,0.254377
D2_7,G_9,D2,G,0.255552
D2_7,G_10,D2,G,0.255802
D2_8,D2_9,D2,D2,0.495361
D2_8,D2_10,D2,D2,0.419601
D2_8,D3_1,D2,D3,0.515395
D2_8,D3_2,D2,D3,0.597919
D2_8,D3_3,D2,D3,0.365242
D2_8,D3_4,D2,D3,0.567007
D2_8,D3_5,D2,D3,0.552009
D2_8,D3_6,D2,D3,0.532512
D2_8,D3_7,D2,D3,0.603441
D2_8,D3_8,D2,D3,0.523796
D2_8,D3_9,D2,D3,0.595750
D2_8,D3_10,D2,D3,0.589492
D2_8,D4_1,D2,D4,0.366740
D2_8,D4_2,D2,D4,0.475033
D2_8,D4_3,D2,D4,0.470788
D2_8,D4_4,D2,D4,0.425300
D2_8,D4_5,D2,D4,0.587595
D2_8,D4_6,D2,D4,0.517241
D2_8,D4_7,D2,D4,0.447558
D2_8,D4_8,D2,D4,0.675693
D2_8,D4_9,D2,D4,0.548148
D2_8,D4_10,D2,D4,0.483092
D2_8,E1_1,D2,E1,0.542877
D2_8,E1_2,D2,E1,0.464989
D2_8,E1_3,D2,E1,0.450822
D2_8,E1_4,D2,E1,0.547782
D2_8,E1_5,D2,E1,0.488734
D2_8,E1_6,D2,E1,0.488860
D2_8,E1_7,D2,E1,0.474684
D2_8,E1_8,D2,E1,0.489959
D2_8,E1_9,D2,E1,0.428441
D2_8,E1_10,D2,E1,0.547252
D2_8,E2_1,D2,E2,0.329586
D2_8,E2_2,D2,E2,0.396754
D2_8,E2_3,D2,E2,0.570720
D2_8,E2_4,D2,E2,0.462429
D2_8,E2_5,D2,E2,0.534953
D2_8,E2_6,D2,E2,0.589534
D2_8,E2_7,D2,E2,0.498121
D2_8,E2_8,D2,E2,0.466095
D2_8,E2_9,D2,E2,0.506112
D2_8,E2_10,D2,E2,0.383284
D2_8,F1_1,D2,F1,0.454762
D2_8,F1_2,D2,F1,0.451940
D2_8,F1_3,D2,F1,0.517650
D2_8,F1_4,D2,F1,0.519390
D2_8,F1_5,D2,F1,0.367543
D2_8,F1_6,D2,F1,0.447006
D2_8,F1_7,D2,F1,0.487684
D2_8,F1_8,D2,F1,0.505835
D2_8,F1_9,D2,F1,0.399012
D2_8,F1_10,D2,F1,0.435491
D2_8,F2_1,D2,F2,0.471645
D2_8,F2_2,D2,F2,0.464043
D2_8,F2_3,D2,F2,0.469382
D2_8,F2_4,D2,F2,0.509052
D2_8,F2_5,D2,F2,0.528061
D2_8,F2_6,D2,F2,0.476889
D2_8,F2_7,D2,F2,0.519343
D2_8,F2_8,D2,F2,0.490766
D2_8,F2_9,D2,F2,0.466933
D2_8,F2_10,D2,F2,0.462919
D2_8,G_1,D2,G,0.422134
D2_8,G_2,D2,G,0.420876
D2_8,G_3,D2,G,0.421637
D2_8,G_4,D2,G,0.421901
D2_8,G_5,D2,G,0.421573
D2_8,G_6,D2,G,0.421557
D2_8,G_7,D2,G,0.424776
D2_8,G_8,D2,G,0.419625
D2_8,G_9,D2,G,0.422510
D2_8,G_10,D2,G,0.423404
D2_9,D2_10,D2,D2,0.446541
D2_9,D3_1,D2,D3,0.573315
D2_9,D3_2,D2,D3,0.543707
D2_9,D3_3,D2,D3,0.520542
D2_9,D3_4,D2,D3,0.490618
D2_9,D3_5,D2,D3,0.492424
D2_9,D3_6,D2,D3,0.502096
D2_9,D3_7,D2,D3,0.467866
D2_9,D3_8,D2,D3,0.508418
D2_9,D3_9,D2,D3,0.542608
D2_9,D3_10,D2,D3,0.569734
D2_9,D4_1,D2,D4,0.394249
D2_9,D4_2,D2,D4,0.429892
D2_9,D4_3,D2,D4,0.504471
D2_9,D4_4,D2,D4,0.516779
D2_9,D4_5,D2,D4,0.562275
D2_9,D4_6,D2,D4,0.321515
D2_9,D4_7,D2,D4,0.391122
D2_9,D4_8,D2,D4,0.502742
D2_9,D4_9,D2,D4,0.506967
D2_9,D4_10,D2,D4,0.356531
D2_9,E1_1,D2,E1,0.387362
D2_9,E1_2,D2,E1,0.377288
D2_9,E1_3,D2,E1,0.384388
D2_9,E1_4,D2,E1,0.486739
D2_9,E1_5,D2,E1,0.422896
D2_9,E1_6,D2,E1,0.318432
D2_9,E1_7,D2,E1,0.412251
D2_9,E1_8,D2,E1,0.426970
D2_9,E1_9,D2,E1,0.477142
D2_9,E1_10,D2,E1,0.448668
D2_9,E2_1,D2,E2,0.363222
D2_9,E2_2,D2,E2,0.403385
D2_9,E2_3,D2,E2,0.473886
D2_9,E2_4,D2,E2,0.506703
D2_9,E2_5,D2,E2,0.472553
D2_9,E2_6,D2,E2,0.351640
D2_9,E2_7,D2,E2,0.430017
D2_9,E2_8,D2,E2,0.407481
D2_9,E2_9,D2,E2,0.500433
D2_9,E2_10,D2,E2,0.571015
D2_9,F1_1,D2,F1,0.440324
D2_9,F1_2,D2,F1,0.440253
D2_9,F1_3,D2,F1,0.341537
D2_9,F1_4,D2,F1,0.282361
D2_9,F1_5,D2,F1,0.478815
D2_9,F1_6,D2,F1,0.279058
D2_9,F1_7,D2,F1,0.424495
D2_9,F1_8,D2,F1,0.456871
D2_9,F1_9,D2,F1,0.386781
D2_9,F1_10,D2,F1,0.414157
D2_9,F2_1,D2,F2,0.407822
D2_9,F2_2,D2,F2,0.398118
D2_9,F2_3,D2,F2,0.308394
D2_9,F2_4,D2,F2,0.443478
D2_9,F2_5,D2,F2,0.471687
D2_9,F2_6,D2,F2,0.377090
D2_9,F2_7,D2,F2,0.459700
D2_9,F2_8,D2,F2,0.424040
D2_9,F2_9,D2,F2,0.386961
D2_9,F2_10,D2,F2,0.400247
D2_9,G_1,D2,G,0.352661
D2_9,G_2,D2,G,0.350334
D2_9,G_3,D2,G,0.351128
D2_9,G_4,D2,G,0.349340
D2_9,G_5,D2,G,0.348449
D2_9,G_6,D2,G,0.350849
D2_9,G_7,D2,G,0.353007
D2_9,G_8,D2,G,0.351287
D2_9,G_9,D2,G,0.350501
D2_9,G_10,D2,G,0.350707
D2_10,D3_1,D2,D3,0.580742
D2_10,D3_2,D2,D3,0.462713
D2_10,D3_3,D2,D3,0.478784
D2_10,D3_4,D2,D3,0.483913
D2_10,D3_5,D2,D3,0.416845
D2_10,D3_6,D2,D3,0.508929
D2_10,D3_7,D2,D3,0.544027
D2_10,D3_8,D2,D3,0.424376
D2_10,D3_9,D2,D3,0.438102
D2_10,D3_10,D2,D3,0.562387
D2_10,D4_1,D2,D4,0.432628
D2_10,D4_2,D2,D4,0.413857
D2_10,D4_3,D2,D4,0.484937
D2_10,D4_4,D2,D4,0.503677
D2_10,D4_5,D2,D4,0.449970
D2_10,D4_6,D2,D4,0.460464
D2_10,D4_7,D2,D4,0.491039
D2_10,D4_8,D2,D4,0.634291
D2_10,D4_9,D2,D4,0.586578
D2_10,D4_10,D2,D4,0.345527
D2_10,E1_1,D2,E1,0.490179
D2_10,E1_2,D2,E1,0.405048
D2_10,E1_3,D2,E1,0.364541
D2_10,E1_4,D2,E1,0.353595
D2_10,E1_5,D2,E1,0.432257
D2_10,E1_6,D2,E1,0.429437
D2_10,E1_7,D2,E1,0.410862
D2_10,E1_8,D2,E1,0.432759
D2_10,E1_9,D2,E1,0.460509
D2_10,E1_10,D2,E1,0.491918
D2_10,E2_1,D2,E2,0.266922
D2_10,E2_2,D2,E2,0.329897
D2_10,E2_3,D2,E2,0.415928
D2_10,E2_4,D2,E2,0.482774
D2_10,E2_5,D2,E2,0.479173
D2_10,E2_6,D2,E2,0.539667
D2_10,E2_7,D2,E2,0.478840
D2_10,E2_8,D2,E2,0.406327
D2_10,E2_9,D2,E2,0.487691
D2_10,E2_10,D2,E2,0.508921
D2_10,F1_1,D2,F1,0.449739
D2_10,F1_2,D2,F1,0.447357
D2_10,F1_3,D2,F1,0.458897
D2_10,F1_4,D2,F1,0.464724
D2_10,F1_5,D2,F1,0.486052
D2_10,F1_6,D2,F1,0.393150
D2_10,F1_7,D2,F1,0.297603
D2_10,F1_8,D2,F1,0.467022
D2_10,F1_9,D2,F1,0.394578
D2_10,F1_10,D2,F1,0.482057
D2_10,F2_1,D2,F2,0.414947
D2_10,F2_2,D2,F2,0.386219
D2_10,F2_3,D2,F2,0.415164
D2_10,F2_4,D2,F2,0.450784
D2_10,F2_5,D2,F2,0.457733
D2_10,F2_6,D2,F2,0.418445
D2_10,F2_7,D2,F2,0.452917
D2_10,F2_8,D2,F2,0.433877
D2_10,F2_9,D2,F2,0.457862
D2_10,F2_10,D2,F2,0.405235
D2_10,G_1,D2,G,0.360500
D2_10,G_2,D2,G,0.360000
D2_10,G_3,D2,G,0.359234
D2_10,G_4,D2,G,0.358500
D2_10,G_5,D2,G,0.358398
D2_10,G_6,D2,G,0.360246
D2_10,G_7,D2,G,0.361094
D2_10,G_8,D2,G,0.359133
D2_10,G_9,D2,G,0.358613
D2_10,G_10,D2,G,0.359854
D3_1,D3_2,D3,D3,0.536561
D3_1,D3_3,D3,D3,0.446927
D3_1,D3_4,D3,D3,0.508204
D3_1,D3_5,D3,D3,0.494611
D3_1,D3_6,D3,D3,0.431277
D3_1,D3_7,D3,D3,0.530918
D3_1,D3_8,D3,D3,0.511431
D3_1,D3_9,D3,D3,0.482289
D3_1,D3_10,D3,D3,0.423024
D3_1,D4_1,D3,D4,0.552128
D3_1,D4_2,D3,D4,0.613323
D3_1,D4_3,D3,D4,0.348006
D3_1,D4_4,D3,D4,0.427077
D3_1,D4_5,D3,D4,0.561547
D3_1,D4_6,D3,D4,0.531064
D3_1,D4_7,D3,D4,0.412694
D3_1,D4_8,D3,D4,0.672688
D3_1,D4_9,D3,D4,0.478082
D3_1,D4_10,D3,D4,0.502097
D3_1,E1_1,D3,E1,0.483409
D3_1,E1_2,D3,E1,0.401912
D3_1,E1_3,D3,E1,0.385503
D3_1,E1_4,D3,E1,0.487606
D3_1,E1_5,D3,E1,0.360581
D3_1,E1_6,D3,E1,0.421373
D3_1,E1_7,D3,E1,0.403084
D3_1,E1_8,D3,E1,0.301392
D3_1,E1_9,D3,E1,0.441801
D3_1,E1_10,D3,E1,0.489349
D3_1,E2_1,D3,E2,0.484985
D3_1,E2_2,D3,E2,0.470866
D3_1,E2_3,D3,E2,0.511137
D3_1,E2_4,D3,E2,0.342624
D3_1,E2_5,D3,E2,0.437293
D3_1,E2_6,D3,E2,0.532075
D3_1,E2_7,D3,E2,0.397717
D3_1,E2_8,D3,E2,0.406879
D3_1,E2_9,D3,E2,0.341588
D3_1,E2_10,D3,E2,0.464355
D3_1,F1_1,D3,F1,0.279104
D3_1,F1_2,D3,F1,0.269327
D3_1,F1_3,D3,F1,0.452292
D3_1,F1_4,D3,F1,0.457491
D3_1,F1_5,D3,F1,0.410186
D3_1,F1_6,D3,F1,0.460042
D3_1,F1_7,D3,F1,0.420804
D3_1,F1_8,D3,F1,0.298194
D3_1,F1_9,D3,F1,0.384879
D3_1,F1_10,D3,F1,0.471152
D3_1,F2_1,D3,F2,0.339632
D3_1,F2_2,D3,F2,0.393775
D3_1,F2_3,D3,F2,0.482062
D3_1,F2_4,D3,F2,0.309147
D3_1,F2_5,D3,F2,0.466007
D3_1,F2_6,D3,F2,0.411242
D3_1,F2_7,D3,F2,0.459881
D3_1,F2_8,D3,F2,0.427532
D3_1,F2_9,D3,F2,0.450082
D3_1,F2_10,D3,F2,0.399876
D3_1,G_1,D3,G,0.349849
D3_1,G_2,D3,G,0.351192
D3_1,G_3,D3,G,0.351987
D3_1,G_4,D3,G,0.351510
D3_1,G_5,D3,G,0.349045
D3_1,G_6,D3,G,0.350135
D3_1,G_7,D3,G,0.352558
D3_1,G_8,D3,G,0.349259
D3_1,G_9,D3,G,0.351884
D3_1,G_10,D3,G,0.350780
D3_2,D3_3,D3,D3,0.490681
D3_2,D3_4,D3,D3,0.449395
D3_2,D3_5,D3,D3,0.453730
D3_2,D3_6,D3,D3,0.331347
D3_2,D3_7,D3,D3,0.512670
D3_2,D3_8,D3,D3,0.379224
D3_2,D3_9,D3,D3,0.362374
D3_2,D3_10,D3,D3,0.377740
D3_2,D4_1,D3,D4,0.535825
D3_2,D4_2,D3,D4,0.559081
D3_2,D4_3,D3,D4,0.414168
D3_2,D4_4,D3,D4,0.574684
D3_2,D4_5,D3,D4,0.466854
D3_2,D4_6,D3,D4,0.498769
D3_2,D4_7,D3,D4,0.511351
D3_2,D4_8,D3,D4,0.501734
D3_2,D4_9,D3,D4,0.445143
D3_2,D4_10,D3,D4,0.468745
D3_2,E1_1,D3,E1,0.334617
D3_2,E1_2,D3,E1,0.358556
D3_2,E1_3,D3,E1,0.346522
D3_2,E1_4,D3,E1,0.398797
D3_2,E1_5,D3,E1,0.381946
D3_2,E1_6,D3,E1,0.385657
D3_2,E1_7,D3,E1,0.343775
D3_2,E1_8,D3,E1,0.388665
D3_2,E1_9,D3,E1,0.421494
D3_2,E1_10,D3,E1,0.449184
D3_2,E2_1,D3,E2,0.447761
D3_2,E2_2,D3,E2,0.429523
D3_2,E2_3,D3,E2,0.326392
D3_2,E2_4,D3,E2,0.472411
D3_2,E2_5,D3,E2,0.380328
D3_2,E2_6,D3,E2,0.375706
D3_2,E2_7,D3,E2,0.432665
D3_2,E2_8,D3,E2,0.365139
D3_2,E2_9,D3,E2,0.465278
D3_2,E2_10,D3,E2,0.527691
D3_2,F1_1,D3,F1,0.404180
D3_2,F1_2,D3,F1,0.398889
D3_2,F1_3,D3,F1,0.417696
D3_2,F1_4,D3,F1,0.421972
D3_2,F1_5,D3,F1,0.445594
D3_2,F1_6,D3,F1,0.421005
D3_2,F1_7,D3,F1,0.300131
D3_2,F1_8,D3,F1,0.421942
D3_2,F1_9,D3,F1,0.347729
D3_2,F1_10,D3,F1,0.438554
D3_2,F2_1,D3,F2,0.369066
D3_2,F2_2,D3,F2,0.357075
D3_2,F2_3,D3,F2,0.440150
D3_2,F2_4,D3,F2,0.402309
D3_2,F2_5,D3,F2,0.282170
D3_2,F2_6,D3,F2,0.372275
D3_2,F2_7,D3,F2,0.354695
D3_2,F2_8,D3,F2,0.246791
D3_2,F2_9,D3,F2,0.412197
D3_2,F2_10,D3,F2,0.347999
D3_2,G_1,D3,G,0.311339
D3_2,G_2,D3,G,0.310047
D3_2,G_3,D3,G,0.310036
D3_2,G_4,D3,G,0.308445
D3_2,G_5,D3,G,0.307504
D3_2,G_6,D3,G,0.309233
D3_2,G_7,D3,G,0.309272
D3_2,G_8,D3,G,0.309372
D3_2,G_9,D3,G,0.306612
D3_2,G_10,D3,G,0.306839
D3_3,D3_4,D3,D3,0.457279
D3_3,D3_5,D3,D3,0.438350
D3_3,D3_6,D3,D3,0.410717
D3_3,D3_7,D3,D3,0.495289
D3_3,D3_8,D3,D3,0.327895
D3_3,D3_9,D3,D3,0.489731
D3_3,D3_10,D3,D3,0.517750
D3_3,D4_1,D3,D4,0.420436
D3_3,D4_2,D3,D4,0.511082
D3_3,D4_3,D3,D4,0.449087
D3_3,D4_4,D3,D4,0.415215
D3_3,D4_5,D3,D4,0.404919
D3_3,D4_6,D3,D4,0.463878
D3_3,D4_7,D3,D4,0.402068
D3_3,D4_8,D3,D4,0.534653
D3_3,D4_9,D3,D4,0.460398
D3_3,D4_10,D3,D4,0.447676
D3_3,E1_1,D3,E1,0.428658
D3_3,E1_2,D3,E1,0.336384
D3_3,E1_3,D3,E1,0.323729
D3_3,E1_4,D3,E1,0.434330
D3_3,E1_5,D3,E1,0.360480
D3_3,E1_6,D3,E1,0.364511
D3_3,E1_7,D3,E1,0.344260
D3_3,E1_8,D3,E1,0.365800
D3_3,E1_9,D3,E1,0.416195
D3_3,E1_10,D3,E1,0.434684
D3_3,E2_1,D3,E2,0.357775
D3_3,E2_2,D3,E2,0.289604
D3_3,E2_3,D3,E2,0.463136
D3_3,E2_4,D3,E2,0.452124
D3_3,E2_5,D3,E2,0.416438
D3_3,E2_6,D3,E2,0.480012
D3_3,E2_7,D3,E2,0.418367
D3_3,E2_8,D3,E2,0.274285
D3_3,E2_9,D3,E2,0.443461
D3_3,E2_10,D3,E2,0.199826
D3_3,F1_1,D3,F1,0.323206
D3_3,F1_2,D3,F1,0.382899
D3_3,F1_3,D3,F1,0.396658
D3_3,F1_4,D3,F1,0.400093
D3_3,F1_5,D3,F1,0.247717
D3_3,F1_6,D3,F1,0.399073
D3_3,F1_7,D3,F1,0.361827
D3_3,F1_8,D3,F1,0.399537
D3_3,F1_9,D3,F1,0.259409
D3_3,F1_10,D3,F1,0.322267
D3_3,F2_1,D3,F2,0.344828
D3_3,F2_2,D3,F2,0.335687
D3_3,F2_3,D3,F2,0.420451
D3_3,F2_4,D3,F2,0.385394
D3_3,F2_5,D3,F2,0.408526
D3_3,F2_6,D3,F2,0.349459
D3_3,F2_7,D3,F2,0.312876
D3_3,F2_8,D3,F2,0.364711
D3_3,F2_9,D3,F2,0.358072
D3_3,F2_10,D3,F2,0.324705
D3_3,G_1,D3,G,0.285549
D3_3,G_2,D3,G,0.284533
D3_3,G_3,D3,G,0.285360
D3_3,G_4,D3,G,0.283159
D3_3,G_5,D3,G,0.283893
D3_3,G_6,D3,G,0.284273
D3_3,G_7,D3,G,0.288262
D3_3,G_8,D3,G,0.282400
D3_3,G_9,D3,G,0.284106
D3_3,G_10,D3,G,0.284059
D3_4,D3_5,D3,D3,0.249958
D3_4,D3_6,D3,D3,0.429330
D3_4,D3_7,D3,D3,0.310507
D3_4,D3_8,D3,D3,0.438414
D3_4,D3_9,D3,D3,0.449327
D3_4,D3_10,D3,D3,0.498406
D3_4,D4_1,D3,D4,0.501876
D3_4,D4_2,D3,D4,0.548857
D3_4,D4_3,D3,D4,0.427943
D3_4,D4_4,D3,D4,0.544792
D3_4,D4_5,D3,D4,0.411324
D3_4,D4_6,D3,D4,0.458873
D3_4,D4_7,D3,D4,0.479524
D3_4,D4_8,D3,D4,0.565458
D3_4,D4_9,D3,D4,0.529104
D3_4,D4_10,D3,D4,0.381503
D3_4,E1_1,D3,E1,0.333601
D3_4,E1_2,D3,E1,0.319228
D3_4,E1_3,D3,E1,0.279595
D3_4,E1_4,D3,E1,0.269346
D3_4,E1_5,D3,E1,0.339351
D3_4,E1_6,D3,E1,0.343974
D3_4,E1_7,D3,E1,0.329140
D3_4,E1_8,D3,E1,0.343446
D3_4,E1_9,D3,E1,0.402315
D3_4,E1_10,D3,E1,0.414601
D3_4,E2_1,D3,E2,0.405459
D3_4,E2_2,D3,E2,0.390346
D3_4,E2_3,D3,E2,0.444711
D3_4,E2_4,D3,E2,0.384015
D3_4,E2_5,D3,E2,0.309923
D3_4,E2_6,D3,E2,0.388915
D3_4,E2_7,D3,E2,0.398921
D3_4,E2_8,D3,E2,0.325375
D3_4,E2_9,D3,E2,0.425800
D3_4,E2_10,D3,E2,0.509347
D3_4,F1_1,D3,F1,0.364524
D3_4,F1_2,D3,F1,0.359177
D3_4,F1_3,D3,F1,0.375372
D3_4,F1_4,D3,F1,0.327750
D3_4,F1_5,D3,F1,0.409175
D3_4,F1_6,D3,F1,0.381146
D3_4,F1_7,D3,F1,0.342017
D3_4,F1_8,D3,F1,0.367344
D3_4,F1_9,D3,F1,0.300098
D3_4,F1_10,D3,F1,0.403266
D3_4,F2_1,D3,F2,0.327044
D3_4,F2_2,D3,F2,0.314165
D3_4,F2_3,D3,F2,0.407157
D3_4,F2_4,D3,F2,0.363565
D3_4,F2_5,D3,F2,0.390577
D3_4,F2_6,D3,F2,0.328286
D3_4,F2_7,D3,F2,0.380447
D3_4,F2_8,D3,F2,0.346295
D3_4,F2_9,D3,F2,0.376939
D3_4,F2_10,D3,F2,0.316927
D3_4,G_1,D3,G,0.265026
D3_4,G_2,D3,G,0.264302
D3_4,G_3,D3,G,0.262814
D3_4,G_4,D3,G,0.261438
D3_4,G_5,D3,G,0.259272
D3_4,G_6,D3,G,0.261430
D3_4,G_7,D3,G,0.264347
D3_4,G_8,D3,G,0.261526
D3_4,G_9,D3,G,0.261234
D3_4,G_10,D3,G,0.262356
D3_5,D3_6,D3,D3,0.414735
D3_5,D3_7,D3,D3,0.333387
D3_5,D3_8,D3,D3,0.422090
D3_5,D3_9,D3,D3,0.423979
D3_5,D3_10,D3,D3,0.492119
D3_5,D4_1,D3,D4,0.485070
D3_5,D4_2,D3,D4,0.533182
D3_5,D4_3,D3,D4,0.415031
D3_5,D4_4,D3,D4,0.528852
D3_5,D4_5,D3,D4,0.347222
D3_5,D4_6,D3,D4,0.446082
D3_5,D4_7,D3,D4,0.458899
D3_5,D4_8,D3,D4,0.604051
D3_5,D4_9,D3,D4,0.511070
D3_5,D4_10,D3,D4,0.306671
D3_5,E1_1,D3,E1,0.392702
D3_5,E1_2,D3,E1,0.299112
D3_5,E1_3,D3,E1,0.250423
D3_5,E1_4,D3,E1,0.171085
D3_5,E1_5,D3,E1,0.323358
D3_5,E1_6,D3,E1,0.326973
D3_5,E1_7,D3,E1,0.312867
D3_5,E1_8,D3,E1,0.325348
D3_5,E1_9,D3,E1,0.386623
D3_5,E1_10,D3,E1,0.393968
D3_5,E2_1,D3,E2,0.393897
D3_5,E2_2,D3,E2,0.375432
D3_5,E2_3,D3,E2,0.402565
D3_5,E2_4,D3,E2,0.365062
D3_5,E2_5,D3,E2,0.331505
D3_5,E2_6,D3,E2,0.447804
D3_5,E2_7,D3,E2,0.383463
D3_5,E2_8,D3,E2,0.305451
D3_5,E2_9,D3,E2,0.414574
D3_5,E2_10,D3,E2,0.488522
D3_5,F1_1,D3,F1,0.345902
D3_5,F1_2,D3,F1,0.343850
D3_5,F1_3,D3,F1,0.359613
D3_5,F1_4,D3,F1,0.364039
D3_5,F1_5,D3,F1,0.388404
D3_5,F1_6,D3,F1,0.362672
D3_5,F1_7,D3,F1,0.258124
D3_5,F1_8,D3,F1,0.366509
D3_5,F1_9,D3,F1,0.281749
D3_5,F1_10,D3,F1,0.379272
D3_5,F2_1,D3,F2,0.309641
D3_5,F2_2,D3,F2,0.298701
D3_5,F2_3,D3,F2,0.386583
D3_5,F2_4,D3,F2,0.347020
D3_5,F2_5,D3,F2,0.376959
D3_5,F2_6,D3,F2,0.312021
D3_5,F2_7,D3,F2,0.361952
D3_5,F2_8,D3,F2,0.328541
D3_5,F2_9,D3,F2,0.353363
D3_5,F2_10,D3,F2,0.293642
D3_5,G_1,D3,G,0.244607
D3_5,G_2,D3,G,0.244784
D3_5,G_3,D3,G,0.242053
D3_5,G_4,D3,G,0.242738
D3_5,G_5,D3,G,0.240816
D3_5,G_6,D3,G,0.242146
D3_5,G_7,D3,G,0.245718
D3_5,G_8,D3,G,0.243418
D3_5,G_9,D3,G,0.242821
D3_5,G_10,D3,G,0.242779
D3_6,D3_7,D3,D3,0.471039
D3_6,D3_8,D3,D3,0.429244
D3_6,D3_9,D3,D3,0.463444
D3_6,D3_10,D3,D3,0.334996
D3_6,D4_1,D3,D4,0.493533
D3_6,D4_2,D3,D4,0.518062
D3_6,D4_3,D3,D4,0.422977
D3_6,D4_4,D3,D4,0.467327
D3_6,D4_5,D3,D4,0.489365
D3_6,D4_6,D3,D4,0.453907
D3_6,D4_7,D3,D4,0.398948
D3_6,D4_8,D3,D4,0.607719
D3_6,D4_9,D3,D4,0.351399
D3_6,D4_10,D3,D4,0.420546
D3_6,E1_1,D3,E1,0.346571
D3_6,E1_2,D3,E1,0.307063
D3_6,E1_3,D3,E1,0.293089
D3_6,E1_4,D3,E1,0.407498
D3_6,E1_5,D3,E1,0.323211
D3_6,E1_6,D3,E1,0.333280
D3_6,E1_7,D3,E1,0.244316
D3_6,E1_8,D3,E1,0.301590
D3_6,E1_9,D3,E1,0.341354
D3_6,E1_10,D3,E1,0.401668
D3_6,E2_1,D3,E2,0.396634
D3_6,E2_2,D3,E2,0.380550
D3_6,E2_3,D3,E2,0.434211
D3_6,E2_4,D3,E2,0.426571
D3_6,E2_5,D3,E2,0.326494
D3_6,E2_6,D3,E2,0.385156
D3_6,E2_7,D3,E2,0.388509
D3_6,E2_8,D3,E2,0.310300
D3_6,E2_9,D3,E2,0.393432
D3_6,E2_10,D3,E2,0.430412
D3_6,F1_1,D3,F1,0.272409
D3_6,F1_2,D3,F1,0.351584
D3_6,F1_3,D3,F1,0.365372
D3_6,F1_4,D3,F1,0.373588
D3_6,F1_5,D3,F1,0.375529
D3_6,F1_6,D3,F1,0.371482
D3_6,F1_7,D3,F1,0.333709
D3_6,F1_8,D3,F1,0.371442
D3_6,F1_9,D3,F1,0.291866
D3_6,F1_10,D3,F1,0.390642
D3_6,F2_1,D3,F2,0.318019
D3_6,F2_2,D3,F2,0.264691
D3_6,F2_3,D3,F2,0.394357
D3_6,F2_4,D3,F2,0.311553
D3_6,F2_5,D3,F2,0.189104
D3_6,F2_6,D3,F2,0.316824
D3_6,F2_7,D3,F2,0.368976
D3_6,F2_8,D3,F2,0.184621
D3_6,F2_9,D3,F2,0.364886
D3_6,F2_10,D3,F2,0.302215
D3_6,G_1,D3,G,0.251984
D3_6,G_2,D3,G,0.250675
D3_6,G_3,D3,G,0.252404
D3_6,G_4,D3,G,0.249831
D3_6,G_5,D3,G,0.248521
D3_6,G_6,D3,G,0.249831
D3_6,G_7,D3,G,0.252488
D3_6,G_8,D3,G,0.249028
D3_6,G_9,D3,G,0.250802
D3_6,G_10,D3,G,0.251941
D3_7,D3_8,D3,D3,0.482078
D3_7,D3_9,D3,D3,0.443762
D3_7,D3_10,D3,D3,0.540366
D3_7,D4_1,D3,D4,0.539683
D3_7,D4_2,D3,D4,0.487527
D3_7,D4_3,D3,D4,0.472631
D3_7,D4_4,D3,D4,0.582936
D3_7,D4_5,D3,D4,0.478121
D3_7,D4_6,D3,D4,0.388009
D3_7,D4_7,D3,D4,0.517926
D3_7,D4_8,D3,D4,0.621848
D3_7,D4_9,D3,D4,0.565895
D3_7,D4_10,D3,D4,0.405991
D3_7,E1_1,D3,E1,0.453288
D3_7,E1_2,D3,E1,0.296308
D3_7,E1_3,D3,E1,0.354107
D3_7,E1_4,D3,E1,0.346221
D3_7,E1_5,D3,E1,0.391875
D3_7,E1_6,D3,E1,0.281178
D3_7,E1_7,D3,E1,0.374373
D3_7,E1_8,D3,E1,0.394314
D3_7,E1_9,D3,E1,0.446442
D3_7,E1_10,D3,E1,0.370347
D3_7,E2_1,D3,E2,0.453141
D3_7,E2_2,D3,E2,0.436013
D3_7,E2_3,D3,E2,0.486222
D3_7,E2_4,D3,E2,0.455615
D3_7,E2_5,D3,E2,0.301063
D3_7,E2_6,D3,E2,0.417316
D3_7,E2_7,D3,E2,0.351077
D3_7,E2_8,D3,E2,0.373534
D3_7,E2_9,D3,E2,0.452774
D3_7,E2_10,D3,E2,0.548847
D3_7,F1_1,D3,F1,0.410668
D3_7,F1_2,D3,F1,0.408123
D3_7,F1_3,D3,F1,0.276875
D3_7,F1_4,D3,F1,0.361689
D3_7,F1_5,D3,F1,0.451469
D3_7,F1_6,D3,F1,0.423760
D3_7,F1_7,D3,F1,0.388243
D3_7,F1_8,D3,F1,0.355865
D3_7,F1_9,D3,F1,0.347182
D3_7,F1_10,D3,F1,0.445193
D3_7,F2_1,D3,F2,0.316156
D3_7,F2_2,D3,F2,0.361702
D3_7,F2_3,D3,F2,0.447699
D3_7,F2_4,D3,F2,0.412951
D3_7,F2_5,D3,F2,0.435469
D3_7,F2_6,D3,F2,0.291701
D3_7,F2_7,D3,F2,0.429068
D3_7,F2_8,D3,F2,0.393509
D3_7,F2_9,D3,F2,0.418381
