accession	contig_count
GB_GCA_012523385.1	272
GB_GCA_012729095.1	72
GB_GCA_012797645.1	235
GB_GCA_012798255.1	153
GB_GCA_013152815.1	85
GB_GCA_013154235.1	107
GB_GCA_013178285.1	102
GB_GCA_013289235.1	81
GB_GCA_013329285.1	304
GB_GCA_013329975.1	231
GB_GCA_013330365.1	273
GB_GCA_013330555.1	49
GB_GCA_013330745.1	26
GB_GCA_013330935.1	176
GB_GCA_013331415.1	359
GB_GCA_013331465.1	278
GB_GCA_013331825.1	83
GB_GCA_013332025.1	44
GB_GCA_013360305.1	55
GB_GCA_013375495.1	196
GB_GCA_013538805.1	17
GB_GCA_014239955.1	22
GB_GCA_014384375.1	40
GB_GCA_014728985.1	112
GB_GCA_014874365.1	26
GB_GCA_015063005.1	28
GB_GCA_015122065.1	22
GB_GCA_015520265.1	113
GB_GCA_015521315.1	138
GB_GCA_015522315.1	173
GB_GCA_015522845.1	46
GB_GCA_015523155.1	76
GB_GCA_015523195.1	115
GB_GCA_015523235.1	36
GB_GCA_015523295.1	22
GB_GCA_015658585.1	150
GB_GCA_015662225.1	68
GB_GCA_015663055.1	259
GB_GCA_015664805.1	144
GB_GCA_016179955.1	48
GB_GCA_016180275.1	102
GB_GCA_016181305.1	22
GB_GCA_016184005.1	5
GB_GCA_016186065.1	271
GB_GCA_016188265.1	25
GB_GCA_016188825.1	20
GB_GCA_016188895.1	63
GB_GCA_016211245.1	98
GB_GCA_016212395.1	67
GB_GCA_016212465.1	104
GB_GCA_016217785.1	27
GB_GCA_016234025.1	97
GB_GCA_016287375.1	253
GB_GCA_016784125.1	32
GB_GCA_016784195.1	73
GB_GCA_016838945.1	370
GB_GCA_016839985.1	418
GB_GCA_016840645.1	731
GB_GCA_016866975.1	31
GB_GCA_016926075.1	124
GB_GCA_016927055.1	212
GB_GCA_016927555.1	57
GB_GCA_017409525.1	23
GB_GCA_017411925.1	53
GB_GCA_017431645.1	71
GB_GCA_017432245.1	104
GB_GCA_017504565.1	140
GB_GCA_017553245.1	244
GB_GCA_017608145.1	65
GB_GCA_017608865.1	27
GB_GCA_017609725.1	13
GB_GCA_017609885.1	38
GB_GCA_017609945.1	110
GB_GCA_017609985.1	38
GB_GCA_017610445.1	72
GB_GCA_017652345.1	547
GB_GCA_017799075.1	379
GB_GCA_017857545.1	114
GB_GCA_017883465.1	376
GB_GCA_018221135.1	62
GB_GCA_018221305.1	67
GB_GCA_018238305.1	411
GB_GCA_018238625.1	201
GB_GCA_018303045.1	74
GB_GCA_018303465.1	48
GB_GCA_018304205.1	61
GB_GCA_018304365.1	25
GB_GCA_018304545.1	11
GB_GCA_018334755.1	120
GB_GCA_018396395.1	226
GB_GCA_018396995.1	43
GB_GCA_018397065.1	52
GB_GCA_018399355.1	85
GB_GCA_018433835.1	63
GB_GCA_018647575.1	257
GB_GCA_018648725.1	94
GB_GCA_018650165.1	66
GB_GCA_018650285.1	28
GB_GCA_018652905.1	18
GB_GCA_018655015.1	16
GB_GCA_018656545.1	3
GB_GCA_018657865.1	98
GB_GCA_018662715.1	331
GB_GCA_018671815.1	113
GB_GCA_018673755.1	40
GB_GCA_018676855.1	4
GB_GCA_018702475.1	33
GB_GCA_018814205.1	149
GB_GCA_018816335.1	45
GB_GCA_018816705.1	114
GB_GCA_018830245.1	42
GB_GCA_018830685.1	119
GB_GCA_018830905.1	98
GB_GCA_018920185.1	8
GB_GCA_019057385.1	23
GB_GCA_900065925.1	1
GB_GCA_900313755.1	138
GB_GCA_902384555.1	42
GB_GCA_902386135.1	120
GB_GCA_902406285.1	14
GB_GCA_902534365.1	51
GB_GCA_902563095.1	50
GB_GCA_902764425.1	246
GB_GCA_902765875.1	91
GB_GCA_902774505.1	293
GB_GCA_902784295.1	53
GB_GCA_902797085.1	143
GB_GCA_903825675.1	178
GB_GCA_903851445.1	25
GB_GCA_903878405.1	34
GB_GCA_903928925.1	163
GB_GCA_903989535.1	486
GB_GCA_905203995.1	26
GB_GCA_905212675.1	22
GB_GCA_905478115.1	331
GB_GCA_905620515.1	46
RS_GCF_000008665.1	1
RS_GCF_000009185.1	2
RS_GCF_000016385.1	1
RS_GCF_000017625.1	1
RS_GCF_000025325.1	7
RS_GCF_000026045.1	3
RS_GCF_000190035.1	50
RS_GCF_000190055.1	56
RS_GCF_000237865.1	4
RS_GCF_000242875.2	171
RS_GCF_000243255.1	8
RS_GCF_000245255.1	2
RS_GCF_000336875.1	83
RS_GCF_000337135.1	106
RS_GCF_000337235.1	59
RS_GCF_000376965.1	55
RS_GCF_000421805.1	96
RS_GCF_000495475.1	72
RS_GCF_000504565.1	4
RS_GCF_000513855.1	2
RS_GCF_000585495.1	1
RS_GCF_000685395.1	24
RS_GCF_000739555.1	71
RS_GCF_000784355.1	98
RS_GCF_000812185.1	1
RS_GCF_000824705.1	87
RS_GCF_000827835.1	6
RS_GCF_000969905.1	2
RS_GCF_000979125.1	179
RS_GCF_000979675.1	191
RS_GCF_000979765.1	174
RS_GCF_000980025.1	190
RS_GCF_000980085.1	269
RS_GCF_001266715.1	1
RS_GCF_001317345.1	43
RS_GCF_001477655.1	1
RS_GCF_001484685.1	1
RS_GCF_001560835.1	4
RS_GCF_001950595.1	2
RS_GCF_002215405.1	1
RS_GCF_002215525.1	1
RS_GCF_002243045.1	106
RS_GCF_002252895.1	169
RS_GCF_002355635.1	2
RS_GCF_002973515.1	28
RS_GCF_003265405.1	143
RS_GCF_003430805.1	2
RS_GCF_003586325.1	206
RS_GCF_003634715.1	6
RS_GCF_003665865.1	49
RS_GCF_004087835.1	4
RS_GCF_004765815.2	16
RS_GCF_005435055.1	931
RS_GCF_006861665.1	27
RS_GCF_007671725.1	5
RS_GCF_008152015.1	1
RS_GCF_008729015.1	5
RS_GCF_009741955.1	385
RS_GCF_009797925.1	1
RS_GCF_009898475.1	194
RS_GCF_009914355.1	1
RS_GCF_010747475.1	25
RS_GCF_011440255.1	184
RS_GCF_012726105.1	36
RS_GCF_013407185.1	1
RS_GCF_013415885.1	1
RS_GCF_014202105.1	71
RS_GCF_014646535.1	92
RS_GCF_017873625.1	26
RS_GCF_017875625.1	13
RS_GCF_900090055.1	1
RS_GCF_900107195.1	30
RS_GCF_902810565.1	55
GB_GCA_000309865.1	104
GB_GCA_000405685.1	34
GB_GCA_000405885.1	58
GB_GCA_000416005.1	562
GB_GCA_000508305.1	1
GB_GCA_000805935.1	15
GB_GCA_001273335.1	47
GB_GCA_001316005.1	19
GB_GCA_001316125.1	28
GB_GCA_001316265.1	28
GB_GCA_001515185.1	78
GB_GCA_001516655.1	213
GB_GCA_001563885.1	207
GB_GCA_001577555.1	260
GB_GCA_001587595.1	87
GB_GCA_001742785.1	170
GB_GCA_001800675.1	108
GB_GCA_001856825.1	6
GB_GCA_001875425.1	22
GB_GCA_001889985.1	26
GB_GCA_001918315.1	167
GB_GCA_002011165.1	22
GB_GCA_002011355.1	219
GB_GCA_002204705.1	31
GB_GCA_002254395.1	35
GB_GCA_002254595.1	67
GB_GCA_002254885.1	58
GB_GCA_002256595.1	270
GB_GCA_002412085.1	73
GB_GCA_002495055.1	97
GB_GCA_002495245.1	234
GB_GCA_002495625.1	28
GB_GCA_002495775.1	158
GB_GCA_002495885.1	90
GB_GCA_002495975.1	188
GB_GCA_002496015.1	16
GB_GCA_002496165.1	117
GB_GCA_002496285.1	197
GB_GCA_002496665.1	136
GB_GCA_002497485.1	400
GB_GCA_002497895.1	211
GB_GCA_002497995.1	203
GB_GCA_002498025.1	324
GB_GCA_002498125.1	53
GB_GCA_002499005.1	10
GB_GCA_002499245.1	126
GB_GCA_002499555.1	168
GB_GCA_002499655.1	106
GB_GCA_002499885.1	295
GB_GCA_002502245.1	35
GB_GCA_002502295.1	219
GB_GCA_002502365.1	144
GB_GCA_002502895.1	43
GB_GCA_002503045.1	254
GB_GCA_002503135.1	118
GB_GCA_002503385.1	411
GB_GCA_002503755.1	182
GB_GCA_002503835.1	263
GB_GCA_002504885.1	250
GB_GCA_002505405.1	92
GB_GCA_002505645.1	317
GB_GCA_002506025.1	316
GB_GCA_002506175.1	111
GB_GCA_002506825.1	62
GB_GCA_002506955.1	256
GB_GCA_002507025.1	85
GB_GCA_002507035.1	544
GB_GCA_002507555.1	161
GB_GCA_002508805.1	273
GB_GCA_002508965.1	525
GB_GCA_002509575.1	549
GB_GCA_002688165.1	39
GB_GCA_002688395.1	46
GB_GCA_002688965.1	128
GB_GCA_002692775.1	141
GB_GCA_002694245.1	110
GB_GCA_002704515.1	46
GB_GCA_002706615.1	57
GB_GCA_002708695.1	57
GB_GCA_002711795.1	12
GB_GCA_002725495.1	57
GB_GCA_002731655.1	43
GB_GCA_002763115.1	47
GB_GCA_002763155.1	121
GB_GCA_002781865.1	122
GB_GCA_002783225.1	150
GB_GCA_002783785.1	129
GB_GCA_002785565.1	133
GB_GCA_002788615.1	49
GB_GCA_002792675.1	54
GB_GCA_002839645.1	88
GB_GCA_002867475.1	85
GB_GCA_002871295.1	159
GB_GCA_002923215.1	175
GB_GCA_003020945.1	51
GB_GCA_003020985.1	50
GB_GCA_003021725.1	169
GB_GCA_003022745.1	219
GB_GCA_003023415.1	211
GB_GCA_003104905.1	66
GB_GCA_003133305.1	204
GB_GCA_003139235.1	273
GB_GCA_003155755.1	288
GB_GCA_003155855.1	201
GB_GCA_003157805.1	236
GB_GCA_003162075.1	50
GB_GCA_003168395.1	174
GB_GCA_003168635.1	247
GB_GCA_003170955.1	333
GB_GCA_003331425.1	16
GB_GCA_003555465.1	62
GB_GCA_003584625.1	1
GB_GCA_003601835.1	70
GB_GCA_003602485.1	136
GB_GCA_003604315.1	39
GB_GCA_003649205.1	31
GB_GCA_003649565.1	263
GB_GCA_003649665.1	207
GB_GCA_003650785.1	203
GB_GCA_003660495.1	190
GB_GCA_003661125.1	400
GB_GCA_003662805.1	559
GB_GCA_003662995.1	187
GB_GCA_003663325.1	28
GB_GCA_003672415.1	253
GB_GCA_003702525.1	64
GB_GCA_004212095.1	119
GB_GCA_004297665.1	393
GB_GCA_004367345.1	39
GB_GCA_004376295.1	44
GB_GCA_004377185.1	60
GB_GCA_004524535.1	198
GB_GCA_004524565.1	218
GB_GCA_005798385.1	107
GB_GCA_005878405.1	152
GB_GCA_005878575.1	181
GB_GCA_005878995.1	214
GB_GCA_005883695.1	235
GB_GCA_005884605.1	249
GB_GCA_007050885.1	313
GB_GCA_007571005.1	199
GB_GCA_008709555.1	60
GB_GCA_008974855.1	180
GB_GCA_009387835.1	103
GB_GCA_009776495.1	321
GB_GCA_009781675.1	140
GB_GCA_009787585.1	159
GB_GCA_009846455.1	287
GB_GCA_009903975.1	112
GB_GCA_009992655.1	243
GB_GCA_009993405.1	44
GB_GCA_010028435.1	194
GB_GCA_010028485.1	206
GB_GCA_010028495.1	203
GB_GCA_011041895.1	155
GB_GCA_011048195.1	139
GB_GCA_011053655.1	262
GB_GCA_011057145.1	106
GB_GCA_011334705.1	81
GB_GCA_011361855.1	123
GB_GCA_011362965.1	166
GB_GCA_011364325.1	202
GB_GCA_011364465.1	68
GB_GCA_011366395.1	61
GB_GCA_011371845.1	53
GB_GCA_011372835.1	202
GB_GCA_011373925.1	72
GB_GCA_011380145.1	171
GB_GCA_011525095.1	345
GB_GCA_011525205.1	263
GB_GCA_011605825.1	8
GB_GCA_011772255.1	119
GB_GCA_012271085.1	493
GB_GCA_012516895.1	343
GB_GCA_012518185.1	139
GB_GCA_012522315.1	369
GB_GCA_012719515.1	79
GB_GCA_012965915.1	305
GB_GCA_013178175.1	5
GB_GCA_013178225.1	28
GB_GCA_013306075.1	60
GB_GCA_013329215.1	129
GB_GCA_013330015.1	349
GB_GCA_013330395.1	147
GB_GCA_013330535.1	174
GB_GCA_013330755.1	66
GB_GCA_013330815.1	369
GB_GCA_013331035.1	205
GB_GCA_013331635.1	92
GB_GCA_013331705.1	35
GB_GCA_013374455.1	201
GB_GCA_013390875.1	15
GB_GCA_013425455.1	87
GB_GCA_013538695.1	107
GB_GCA_014240455.1	33
GB_GCA_014727915.1	13
GB_GCA_014729335.1	65
GB_GCA_014729675.1	72
GB_GCA_014729935.1	521
GB_GCA_014859835.1	122
GB_GCA_014894715.1	160
GB_GCA_015063195.1	93
GB_GCA_015121965.1	48
GB_GCA_015351695.1	40
GB_GCA_015351715.1	83
GB_GCA_015520405.1	52
GB_GCA_015521275.1	193
GB_GCA_015521775.1	41
GB_GCA_015522355.1	47
GB_GCA_015523085.1	65
GB_GCA_015523125.1	62
GB_GCA_015661395.1	102
GB_GCA_015662385.1	76
GB_GCA_016180925.1	42
GB_GCA_016185615.1	8
GB_GCA_016185725.1	62
GB_GCA_016191585.1	106
GB_GCA_016198705.1	102
GB_GCA_016202785.1	129
GB_GCA_016203305.1	40
GB_GCA_016208715.1	372
GB_GCA_016211195.1	76
GB_GCA_016213525.1	7
GB_GCA_016214025.1	86
GB_GCA_016218635.1	169
GB_GCA_016219455.1	137
GB_GCA_016550425.1	267
GB_GCA_016778305.1	33
GB_GCA_016779745.1	52
GB_GCA_016783455.1	83
GB_GCA_016838795.1	297
GB_GCA_016839425.1	603
GB_GCA_016839915.1	221
GB_GCA_016840125.1	682
GB_GCA_016840245.1	805
GB_GCA_016841265.1	141
GB_GCA_016867505.1	350
GB_GCA_016926055.1	172
GB_GCA_016926295.1	52
GB_GCA_016926395.1	40
GB_GCA_016928155.1	17
GB_GCA_016931255.1	9
GB_GCA_016932215.1	43
GB_GCA_017387505.1	24
GB_GCA_017431845.1	203
GB_GCA_017434555.1	146
GB_GCA_017555685.1	168
GB_GCA_017607955.1	122
GB_GCA_017608305.1	41
GB_GCA_017609115.1	50
GB_GCA_017609405.1	31
GB_GCA_017609645.1	4
GB_GCA_017609755.1	25
GB_GCA_017610085.1	10
GB_GCA_017857195.1	193
GB_GCA_017857595.1	60
GB_GCA_017883615.1	79
GB_GCA_017993535.1	109
GB_GCA_018221005.1	84
GB_GCA_018221175.1	120
GB_GCA_018238575.1	328
GB_GCA_018263355.1	60
GB_GCA_018302235.1	38
GB_GCA_018302335.1	77
GB_GCA_018302365.1	11
GB_GCA_018302505.1	63
GB_GCA_018302605.1	34
GB_GCA_018302815.1	26
GB_GCA_018304295.1	49
GB_GCA_018304505.1	21
GB_GCA_018334095.1	69
GB_GCA_018396635.1	35
GB_GCA_018396655.1	51
GB_GCA_018396675.1	15
GB_GCA_018609665.1	321
GB_GCA_018609945.1	332
GB_GCA_018647705.1	141
GB_GCA_018648785.1	144
GB_GCA_018650545.1	127
GB_GCA_018651755.1	28
GB_GCA_018651925.1	12
GB_GCA_018654005.1	9
GB_GCA_018656565.1	50
GB_GCA_018658955.1	54
GB_GCA_018659545.1	180
GB_GCA_018664565.1	68
GB_GCA_018669025.1	199
GB_GCA_018670325.1	19
GB_GCA_018671295.1	179
GB_GCA_018671955.1	93
GB_GCA_018673795.1	19
GB_GCA_018692455.1	6
GB_GCA_018696395.1	24
GB_GCA_018703205.1	123
GB_GCA_018817005.1	91
GB_GCA_018819375.1	98
GB_GCA_018895155.1	192
GB_GCA_018897955.1	223
GB_GCA_018899515.1	152
GB_GCA_019058015.1	283
GB_GCA_019058195.1	16
GB_GCA_019058445.1	15
GB_GCA_900314545.1	201
GB_GCA_900767505.1	169
GB_GCA_900769185.1	87
GB_GCA_902531675.1	41
GB_GCA_902628795.1	42
GB_GCA_902757275.1	26
GB_GCA_902760145.1	272
GB_GCA_902762245.1	67
GB_GCA_902768855.1	114
GB_GCA_902784455.1	213
GB_GCA_902790605.1	177
GB_GCA_902791535.1	89
GB_GCA_902798355.1	352
GB_GCA_902802295.1	171
GB_GCA_903828655.1	70
GB_GCA_903832205.1	70
GB_GCA_903852605.1	849
GB_GCA_903877165.1	57
GB_GCA_903916665.1	195
GB_GCA_903917215.1	237
GB_GCA_903920925.1	197
GB_GCA_905181785.1	31
GB_GCA_905478145.1	71
GB_GCA_905478235.1	74
RS_GCF_000016125.1	2
RS_GCF_000017185.1	1
RS_GCF_000017945.1	1
RS_GCF_000019805.1	1
RS_GCF_000022425.1	1
RS_GCF_000022445.1	1
RS_GCF_000022465.1	1
RS_GCF_000025505.1	1
RS_GCF_000025625.1	4
RS_GCF_000166095.1	1
RS_GCF_000172995.2	6
RS_GCF_000189835.1	66
RS_GCF_000189895.1	33
RS_GCF_000215915.2	72
RS_GCF_000221185.1	1
RS_GCF_000275865.1	7
RS_GCF_000283335.1	17
RS_GCF_000337915.1	72
RS_GCF_000400975.1	537
RS_GCF_000455365.1	55
RS_GCF_000513315.1	5
RS_GCF_000517445.1	1
RS_GCF_000739595.1	103
RS_GCF_000746075.1	38
RS_GCF_000755225.1	3
RS_GCF_000828575.1	2
RS_GCF_000970205.1	1
RS_GCF_000979475.1	77
RS_GCF_000979575.1	201
RS_GCF_000979665.1	198
RS_GCF_000979845.1	168
RS_GCF_000980135.1	193
RS_GCF_000980175.1	186
RS_GCF_001017125.1	30
RS_GCF_001368915.1	29
RS_GCF_001402935.1	312
RS_GCF_001462205.1	293
RS_GCF_001639295.1	232
RS_GCF_001729455.1	112
RS_GCF_002077075.2	95
RS_GCF_002153915.1	8
RS_GCF_002214585.1	2
RS_GCF_003045125.1	3
RS_GCF_003173355.1	25
RS_GCF_003201675.2	1
RS_GCF_003722095.1	3
RS_GCF_004102725.1	17
RS_GCF_004114375.1	4
RS_GCF_004209855.1	81
RS_GCF_004297185.1	22
RS_GCF_004785955.1	14
RS_GCF_005222525.1	1
RS_GCF_005435035.1	180
RS_GCF_005576615.1	5
RS_GCF_008806905.1	3
RS_GCF_009428885.1	65
RS_GCF_009690625.1	1
RS_GCF_009741825.1	266
RS_GCF_009834785.1	98
RS_GCF_009914725.1	146
RS_GCF_010119195.1	16
RS_GCF_012027595.1	83
RS_GCF_013340765.1	1
RS_GCF_013407165.1	1
RS_GCF_013761225.1	11
RS_GCF_014078535.1	12
RS_GCF_017874455.1	16
RS_GCF_018128925.1	1
RS_GCF_900005775.1	128
RS_GCF_900100715.1	22
RS_GCF_900110535.1	2
RS_GCF_900188065.1	72
RS_GCF_900248165.1	1
RS_GCF_900650605.1	11
RS_GCF_902387285.1	1
GB_GCA_000402515.1	38
GB_GCA_000437835.1	67
GB_GCA_000484895.1	44
GB_GCA_000496195.1	334
GB_GCA_000496215.1	313
GB_GCA_001189275.1	1
GB_GCA_001315845.1	46
GB_GCA_001316185.1	134
GB_GCA_001507935.1	272
GB_GCA_001507955.1	169
GB_GCA_001509255.1	304
GB_GCA_001563795.1	152
GB_GCA_001593925.1	134
GB_GCA_001627015.1	130
GB_GCA_001629205.1	150
GB_GCA_001629245.1	147
GB_GCA_001717015.1	165
GB_GCA_001723835.1	333
GB_GCA_001896715.1	657
GB_GCA_001918995.1	79
GB_GCA_002010285.1	103
GB_GCA_002067895.1	23
GB_GCA_002083985.1	247
GB_GCA_002169555.1	20
GB_GCA_002254665.1	119
GB_GCA_002255135.1	105
GB_GCA_002494665.1	150
GB_GCA_002495165.1	145
GB_GCA_002495735.1	163
GB_GCA_002495815.1	196
GB_GCA_002495905.1	70
GB_GCA_002496125.1	142
GB_GCA_002496435.1	291
GB_GCA_002496565.1	60
GB_GCA_002497185.1	238
GB_GCA_002497445.1	243
GB_GCA_002497725.1	279
GB_GCA_002497865.1	211
GB_GCA_002498585.1	42
GB_GCA_002498855.1	122
GB_GCA_002498935.1	74
GB_GCA_002499085.1	46
GB_GCA_002499345.1	107
GB_GCA_002499705.1	171
GB_GCA_002499795.1	78
GB_GCA_002502055.1	93
GB_GCA_002502635.1	86
GB_GCA_002503215.1	51
GB_GCA_002503225.1	80
GB_GCA_002503495.1	319
GB_GCA_002503595.1	325
GB_GCA_002503645.1	523
GB_GCA_002503785.1	22
GB_GCA_002504425.1	663
GB_GCA_002505725.1	415
GB_GCA_002505935.1	305
GB_GCA_002506335.1	274
GB_GCA_002506365.1	54
GB_GCA_002506725.1	277
GB_GCA_002506795.1	71
GB_GCA_002507085.1	164
GB_GCA_002507145.1	46
GB_GCA_002507205.1	87
GB_GCA_002507265.1	443
GB_GCA_002507345.1	131
GB_GCA_002508545.1	111
GB_GCA_002509045.1	212
GB_GCA_002509385.1	130
GB_GCA_002687255.1	54
GB_GCA_002693165.1	49
GB_GCA_002694235.1	125
GB_GCA_002717835.1	31
GB_GCA_002725245.1	35
GB_GCA_002727485.1	59
GB_GCA_002737445.1	13
GB_GCA_002762735.1	92
GB_GCA_002898395.1	36
GB_GCA_002926195.1	767
GB_GCA_003019485.1	120
GB_GCA_003021005.1	60
GB_GCA_003021285.1	165
GB_GCA_003021335.1	183
GB_GCA_003022725.1	149
GB_GCA_003141075.1	181
GB_GCA_003141855.1	36
GB_GCA_003157115.1	506
GB_GCA_003161795.1	266
GB_GCA_003162535.1	131
GB_GCA_003162655.1	378
GB_GCA_003554115.1	166
GB_GCA_003555325.1	183
GB_GCA_003558335.1	182
GB_GCA_003559395.1	115
GB_GCA_003561825.1	226
GB_GCA_003599145.1	6
GB_GCA_003601775.1	51
GB_GCA_003661385.1	206
GB_GCA_003661945.1	213
GB_GCA_003663025.1	335
GB_GCA_003663125.1	135
GB_GCA_003663345.1	183
GB_GCA_003663355.1	76
GB_GCA_003663535.1	300
GB_GCA_003672465.1	261
GB_GCA_003695265.1	103
GB_GCA_003724285.1	92
GB_GCA_004347975.1	301
GB_GCA_004376385.1	281
GB_GCA_004377325.1	260
GB_GCA_004524365.1	166
GB_GCA_004524425.1	288
GB_GCA_005239425.1	10
GB_GCA_005776525.1	135
GB_GCA_005787845.1	57
GB_GCA_005877075.1	165
GB_GCA_005877275.1	172
GB_GCA_005877295.1	205
GB_GCA_005877305.1	126
GB_GCA_005878385.1	180
GB_GCA_005878395.1	404
GB_GCA_005878585.1	343
GB_GCA_007117755.1	95
GB_GCA_007571135.1	175
GB_GCA_007571225.1	214
GB_GCA_009379865.1	456
GB_GCA_009665115.1	521
GB_GCA_009776695.1	121
GB_GCA_009777615.1	8
GB_GCA_009779205.1	252
GB_GCA_009784005.1	62
GB_GCA_009837825.1	226
GB_GCA_009840065.1	227
GB_GCA_009843815.1	69
GB_GCA_009887245.1	79
GB_GCA_009889635.1	9
GB_GCA_009992365.1	48
GB_GCA_009993355.1	74
GB_GCA_010028355.1	481
GB_GCA_010028465.1	208
GB_GCA_010030525.1	168
GB_GCA_011039795.1	155
GB_GCA_011046235.1	154
GB_GCA_011049025.1	124
GB_GCA_011049195.1	59
GB_GCA_011052865.1	141
GB_GCA_011053855.1	46
GB_GCA_011337845.1	54
GB_GCA_011358415.1	71
GB_GCA_011362275.1	227
GB_GCA_011368415.1	109
GB_GCA_011373025.1	171
GB_GCA_011373145.1	201
GB_GCA_011380305.1	100
GB_GCA_011389385.1	166
GB_GCA_011523185.1	175
GB_GCA_011605715.1	254
GB_GCA_012026795.1	71
GB_GCA_012519255.1	149
GB_GCA_012520845.1	27
GB_GCA_012719315.1	94
GB_GCA_012797575.1	346
GB_GCA_012928605.1	7
GB_GCA_012962055.1	156
GB_GCA_013152575.1	144
GB_GCA_013153595.1	83
GB_GCA_013166835.1	260
GB_GCA_013215285.1	28
GB_GCA_013329365.1	272
GB_GCA_013329905.1	352
GB_GCA_013329995.1	354
GB_GCA_013330135.1	200
GB_GCA_013330645.1	211
GB_GCA_013330925.1	327
GB_GCA_013331125.1	228
GB_GCA_013331555.1	142
GB_GCA_013331625.1	123
GB_GCA_013374465.1	171
GB_GCA_013402945.1	6
GB_GCA_013540595.1	2
GB_GCA_014239585.1	22
GB_GCA_014361085.1	359
GB_GCA_014361335.1	167
GB_GCA_014361435.1	331
GB_GCA_014727975.1	55
GB_GCA_014729015.1	70
GB_GCA_014729505.1	34
GB_GCA_014729945.1	226
GB_GCA_014730295.1	510
GB_GCA_014874415.1	114
GB_GCA_015063135.1	40
GB_GCA_015520045.1	60
GB_GCA_015520205.1	223
GB_GCA_015520395.1	257
GB_GCA_015520595.1	139
GB_GCA_015520815.1	148
GB_GCA_015520985.1	239
GB_GCA_015521405.1	206
GB_GCA_015522285.1	158
GB_GCA_015522345.1	250
GB_GCA_015522645.1	71
GB_GCA_015522685.1	63
GB_GCA_015523525.1	72
GB_GCA_015523545.1	17
GB_GCA_015658425.1	27
GB_GCA_015661585.1	244
GB_GCA_015662175.1	287
GB_GCA_015662355.1	90
GB_GCA_015662475.1	218
GB_GCA_015664065.1	129
GB_GCA_016125975.1	108
GB_GCA_016177165.1	108
GB_GCA_016180965.1	7
GB_GCA_016181905.1	101
GB_GCA_016188065.1	27
GB_GCA_016188965.1	24
GB_GCA_016192995.1	16
GB_GCA_016198165.1	66
GB_GCA_016200025.1	140
GB_GCA_016203115.1	33
GB_GCA_016204275.1	30
GB_GCA_016282985.1	151
GB_GCA_016291305.1	13
GB_GCA_016777225.1	17
GB_GCA_016782405.1	28
GB_GCA_016784685.1	77
GB_GCA_016839905.1	508
GB_GCA_016840545.1	220
GB_GCA_016866895.1	255
GB_GCA_016866995.1	70
GB_GCA_016871975.1	101
GB_GCA_016872015.1	64
GB_GCA_016919565.1	221
GB_GCA_016928835.1	20
GB_GCA_016930445.1	120
GB_GCA_016932315.1	28
GB_GCA_017094525.1	1
GB_GCA_017431965.1	78
GB_GCA_017455785.1	303
GB_GCA_017509655.1	239
GB_GCA_017519255.1	24
GB_GCA_017608805.1	43
GB_GCA_017608915.1	76
GB_GCA_017609045.1	46
GB_GCA_017609205.1	2
GB_GCA_017609315.1	65
GB_GCA_017609385.1	141
GB_GCA_017610175.1	34
GB_GCA_017857535.1	145
GB_GCA_017883535.1	185
GB_GCA_018221165.1	122
GB_GCA_018238445.1	113
GB_GCA_018303205.1	80
GB_GCA_018303725.1	62
GB_GCA_018304245.1	37
GB_GCA_018304605.1	91
GB_GCA_018396565.1	244
GB_GCA_018396795.1	334
GB_GCA_018432885.1	413
GB_GCA_018434505.1	192
GB_GCA_018434535.1	419
GB_GCA_018435085.1	356
GB_GCA_018645435.1	234
GB_GCA_018646225.1	120
GB_GCA_018651445.1	132
GB_GCA_018652365.1	10
GB_GCA_018653685.1	105
GB_GCA_018655005.1	93
GB_GCA_018657065.1	25
GB_GCA_018657375.1	178
GB_GCA_018657385.1	60
GB_GCA_018658365.1	5
GB_GCA_018663845.1	36
GB_GCA_018666355.1	292
GB_GCA_018667055.1	301
GB_GCA_018670775.1	16
GB_GCA_018673695.1	38
GB_GCA_018675015.1	43
GB_GCA_018694985.1	153
GB_GCA_018697035.1	4
GB_GCA_018701175.1	149
GB_GCA_018816585.1	116
GB_GCA_018821425.1	84
GB_GCA_018826425.1	243
GB_GCA_018901675.1	91
GB_GCA_018920245.1	39
GB_GCA_019057815.1	48
GB_GCA_019058055.1	444
GB_GCA_019058395.1	136
GB_GCA_019058495.1	312
GB_GCA_019136335.1	327
GB_GCA_900313075.1	192
GB_GCA_900314635.1	38
GB_GCA_900319875.1	251
GB_GCA_900322125.1	256
GB_GCA_900766745.1	127
GB_GCA_900768585.1	139
GB_GCA_902158735.1	218
GB_GCA_902573115.1	45
GB_GCA_902588995.1	38
GB_GCA_902590655.1	40
GB_GCA_902601345.1	37
GB_GCA_902606945.1	46
GB_GCA_902788915.1	206
GB_GCA_902789715.1	255
GB_GCA_902800035.1	189
GB_GCA_902800455.1	97
GB_GCA_902812485.1	211
GB_GCA_903819595.1	401
GB_GCA_903833115.1	294
GB_GCA_903835385.1	68
GB_GCA_903857535.1	288
GB_GCA_903858605.1	173
GB_GCA_903883995.1	158
GB_GCA_903884115.1	57
GB_GCA_903893865.1	102
GB_GCA_903921825.1	138
GB_GCA_905182185.1	11
GB_GCA_905235495.1	205
RS_GCF_000008265.1	1
RS_GCF_000008645.1	1
RS_GCF_000015145.1	1
RS_GCF_000015225.1	2
