pairid	anim_ani	inv_events	syn2b_junctions	dnadiff_inverted_fraction	syn2b_inv	max_contigs	phylum	species_pair	dataset
GCF_000364325.1__GCF_900105895.1	99.85	2.0	2.0	0.9202496448233848	0.93158	3	Actinobacteriota	Atopobium minutum vs Atopobium minutum	high_ani
GCF_002162115.1__GCF_016019785.1	99.84	2.0	3.0	0.1405291243726307	0.13915	8	Actinobacteriota	Corynebacterium silvaticum vs Corynebacterium silvaticum	high_ani
GCA_900468955.1__GCA_900472805.1	99.83	2.0	7.0	0.4505510356880365	0.46414	126	Proteobacteria	Neorhizobium sp900469445 vs Neorhizobium sp900469445	high_ani
GCF_002095765.1__GCF_002095895.1	99.83	2.0	4.0	0.0123910725297893	0.00704	85	Firmicutes	Lentilactobacillus parabuchneri vs Lentilactobacillus parabuchneri	high_ani
GCA_910575925.1__GCF_000701605.1	99.82	2.0	1.0	0.4583508729133633	0.44852	194	Firmicutes	Niallia sp001076885 vs Niallia sp001076885	high_ani
GCF_000046685.1__GCF_000708945.1	99.82	2.0	2.0	0.4868083961111999	0.508	27	Proteobacteria	Bartonella quintana vs Bartonella quintana	high_ani
GCF_000046685.1__GCF_000708905.1	99.81	2.0	2.0	0.5217400491236877	0.52803	23	Proteobacteria	Bartonella quintana vs Bartonella quintana	high_ani
GCA_019263645.1__GCA_019263685.1	99.81	2.0	3.0	0.5222924012083737	0.52757	655	Actinobacteriota	Pseudonocardia sp019263585 vs Pseudonocardia sp019263585	high_ani
GCA_015490595.1__GCA_015492235.1	99.79	2.0	0.0	0.485538412537032	0.4778	287	Desulfobacterota	Thermosulfuriphilus ammonigenes vs Thermosulfuriphilus ammonigenes	high_ani
GCF_016649265.1__GCF_905220755.1	99.78	2.0	1.0	0.4264524128270568	0.41902	129	Proteobacteria	Paraburkholderia sp905220835 vs Paraburkholderia sp905220835	high_ani
GCF_002923025.1__GCF_013337655.1	99.78	2.0	9.0	0.4804628227535543	0.49225	44	Proteobacteria	Lelliottia jeotgali vs Lelliottia jeotgali	high_ani
GCA_018692235.1__GCA_018696855.1	99.78	2.0	0.0	0.4684137870954555	0.47878	332	Planctomycetota	QNYK01 sp018694835 vs QNYK01 sp018694835	high_ani
GCA_002350285.1__GCA_002472355.1	99.77	2.0	6.0	0.3785760600201923	0.38486	151	Cyanobacteria	UBA2813 sp900319365 vs UBA2813 sp900319365	high_ani
GCA_019239615.1__GCA_019244155.1	99.76	2.0	2.0	0.4511133674498537	0.44519	98	Proteobacteria	Allosphingosinicella sp019232625 vs Allosphingosinicella sp019232625	high_ani
GCA_001769435.1__GCA_003499665.1	99.76	2.0	3.0	0.4599040654127373	0.44296	599	Bacteroidota	GWF2-33-38 sp001769505 vs GWF2-33-38 sp001769505	high_ani
GCF_000526615.1__GCF_003722135.1	99.75	2.0	11.0	0.6625521840686854	0.66127	119	Proteobacteria	Paracoccus pantotrophus vs Paracoccus pantotrophus	high_ani
GCA_002170155.1__GCA_902538015.1	99.75	2.0	0.0	0.4445388525030475	0.48394	50	Proteobacteria	GCA-2691145 sp002691145 vs GCA-2691145 sp002691145	high_ani
GCA_900066495.1__GCF_900604535.1	99.75	2.0	4.0	0.320140883482511	0.30603	43	Firmicutes_A	GCA-900066495 sp900066495 vs GCA-900066495 sp900066495	high_ani
GCF_014230485.1__GCF_900461245.1	99.74	2.0	12.0	0.4861187313255072	0.47759	69	Firmicutes_A	Clostridium_AO tetanomorphum vs Clostridium_AO tetanomorphum	high_ani
GCA_001769395.1__GCA_001769745.1	99.73	2.0	3.0	0.4221935193172271	0.40641	750	Bacteroidota	GWF2-35-48 sp001769125 vs GWF2-35-48 sp001769125	high_ani
GCF_005233685.1__GCF_900005935.1	99.72	2.0	1.0	0.3842300080367922	0.37995	58	Proteobacteria	Pseudomonas_E sp900005815 vs Pseudomonas_E sp900005815	high_ani
GCA_018374675.1__GCA_905212535.1	99.72	2.0	4.0	0.524919601110845	0.51997	405	Firmicutes_A	Anaeromassilibacillus sp001305115 vs Anaeromassilibacillus sp001305115	high_ani
GCA_903863355.1__GCA_903889345.1	99.72	2.0	5.0	0.4717722576412518	0.4692	541	Verrucomicrobiota	CAIMTB01 sp903844265 vs CAIMTB01 sp903844265	high_ani
GCF_013034445.1__GCF_013110875.1	99.72	2.0	22.0	0.3740524314251263	0.36742	28	Proteobacteria	Ruegeria sp013112245 vs Ruegeria sp013112245	high_ani
GCA_910575925.1__GCA_910576265.1	99.69	2.0	3.0	0.4246644723887626	0.41859	194	Firmicutes	Niallia sp001076885 vs Niallia sp001076885	high_ani
GCA_018054145.1__GCA_018058725.1	99.67	2.0	0.0	0.4815700821763596	0.4855	323	Bacteroidota	Alistipes onderdonkii vs Alistipes onderdonkii	high_ani
GCA_001805735.1__GCA_003508135.1	99.66	2.0	0.0	0.5335155764174082	0.55456	390	Omnitrophota	UBA9649 sp001804415 vs UBA9649 sp001804415	high_ani
GCA_004115465.1__GCA_905212415.1	99.66	2.0	3.0	0.5148944194830697	0.50666	157	Bacteroidota	Amulumruptor caecigallinarius vs Amulumruptor caecigallinarius	high_ani
GCF_011759615.1__GCF_012932485.1	99.65	2.0	0.0	0.3954658773900141	0.39891	9	Bacteroidota	Pedobacter sp011759615 vs Pedobacter sp011759615	high_ani
GCF_000518005.1__GCF_001955615.1	99.64	2.0	1.0	0.5917206613785941	0.56987	47	Firmicutes	Viridibacillus arenosi vs Viridibacillus arenosi	high_ani
GCF_002902745.1__GCF_017368615.1	99.58	2.0	0.0	0.4347147885208456	0.40656	436	Firmicutes	Staphylococcus nepalensis vs Staphylococcus nepalensis	high_ani
GCF_003260285.1__GCF_012999505.1	99.57	2.0	6.0	0.9434278715054358	0.94236	447	Proteobacteria	Salifodinibacter halophilus vs Salifodinibacter halophilus	high_ani
GCF_002095695.1__GCF_002095895.1	99.56	2.0	8.0	0.0145316457186539	0.00549	85	Firmicutes	Lentilactobacillus parabuchneri vs Lentilactobacillus parabuchneri	high_ani
GCA_910575785.1__GCA_910585185.1	99.56	2.0	5.0	0.4565448958248153	0.46643	482	Firmicutes_A	1XD42-69 sp009911505 vs 1XD42-69 sp009911505	high_ani
GCA_017886625.1__GCA_019117385.1	99.54	2.0	3.0	0.5197163700614558	0.51129	173	Firmicutes_A	Eisenbergiella pullicola vs Eisenbergiella pullicola	high_ani
GCF_002860245.1__GCF_003944805.1	99.5	2.0	2.0	0.6108971389168396	0.61618	133	Firmicutes	Bacillus_BJ canaveralius vs Bacillus_BJ canaveralius	high_ani
GCA_013001175.1__GCA_018677255.1	99.5	2.0	0.0	0.4774800873173329	0.47809	407	Proteobacteria	UBA7434 sp004283095 vs UBA7434 sp004283095	high_ani
GCF_002076915.1__GCF_014646495.1	99.49	2.0	2.0	0.9860253483555026	0.9886	14	Actinobacteriota	Actinomyces gaoshouyii vs Actinomyces gaoshouyii	high_ani
GCA_004283095.1__GCA_018677255.1	99.49	2.0	0.0	0.5023285122136127	0.49545	511	Proteobacteria	UBA7434 sp004283095 vs UBA7434 sp004283095	high_ani
GCF_001838545.1__GCF_904423875.1	99.49	2.0	10.0	0.532960429297345	0.51804	228	Firmicutes	Bacillus_P idriensis vs Bacillus_P idriensis	high_ani
GCF_011682035.1__GCF_018067475.1	99.48	2.0	2.0	0.4172226628027344	0.42192	163	Proteobacteria	Providencia rettgeri_A vs Providencia rettgeri_A	high_ani
GCA_018696255.1__GCA_018700315.1	99.48	2.0	3.0	0.4844595579243356	0.48885	609	Proteobacteria	PTKB01 sp018666805 vs PTKB01 sp018666805	high_ani
GCF_015732255.1__GCF_015732325.1	99.47	2.0	13.0	0.5615481444409057	0.56206	163	Firmicutes_C	Pectinatus frisingensis vs Pectinatus frisingensis	high_ani
GCA_018372155.1__GCF_018403165.1	99.46	2.0	1.0	0.4957630679280164	0.49399	210	Firmicutes	Paenibacillus_A macerans vs Paenibacillus_A macerans	high_ani
GCA_003553145.1__GCA_003557985.1	99.45	2.0	2.0	0.4715139768611465	0.45914	464	Actinobacteriota	T1Sed10-7 sp003554005 vs T1Sed10-7 sp003554005	high_ani
GCF_000482345.1__GCF_002560575.1	99.45	2.0	7.0	0.4585537448317584	0.46023	194	Firmicutes	Bacillus_A cereus_AW vs Bacillus_A cereus_AW	high_ani
GCA_018372155.1__GCF_003864435.1	99.44	2.0	0.0	0.4846386011348448	0.48933	210	Firmicutes	Paenibacillus_A macerans vs Paenibacillus_A macerans	high_ani
GCA_018814905.1__GCA_018824685.1	99.43	2.0	2.0	0.4836955910137255	0.4739	677	Desulfobacterota	Desulfacyla sp014382905 vs Desulfacyla sp014382905	high_ani
GCA_002343245.1__GCA_016713455.1	99.43	2.0	21.0	0.5189670909899484	0.51223	391	Bacteroidota	UBA2353 sp002344005 vs UBA2353 sp002344005	high_ani
GCF_002915765.1__GCF_005154665.1	99.42	2.0	7.0	0.2169334151030797	0.21845	18	Firmicutes	Listeria monocytogenes_B vs Listeria monocytogenes_B	high_ani
GCF_001901345.1__GCF_001901355.1	99.42	2.0	5.0	0.3986929029445162	0.39587	101	Proteobacteria	Pseudomonas_E versuta vs Pseudomonas_E versuta	high_ani
GCF_000407525.1__GCF_001544115.1	99.4	2.0	0.0	0.5941026753372755	0.58578	144	Firmicutes	Enterococcus_A raffinosus vs Enterococcus_A raffinosus	high_ani
GCA_013316485.1__GCA_910585675.1	99.36	2.0	6.0	0.4739560857297361	0.47142	104	Desulfobacterota_I	Desulfovibrio sp009773975 vs Desulfovibrio sp009773975	high_ani
GCA_013360885.1__GCA_014338295.1	99.35	2.0	2.0	0.4587844290530466	0.45798	380	Planctomycetota	Jettenia caeni vs Jettenia caeni	high_ani
GCA_910577625.1__GCF_900157005.1	99.34	2.0	11.0	0.5075782040204387	0.50383	64	Deferribacterota	Mucispirillum schaedleri vs Mucispirillum schaedleri	high_ani
GCA_900540355.1__GCA_900759275.1	99.32	2.0	7.0	0.4933110232183079	0.48224	179	Firmicutes_A	Intestinibacter sp900540355 vs Intestinibacter sp900540355	high_ani
GCF_002931955.1__GCF_002932675.1	99.32	2.0	7.0	0.43172868566468	0.43113	101	Actinobacteriota	Rathayibacter rathayi vs Rathayibacter rathayi	high_ani
GCA_008363445.1__GCA_013360885.1	99.3	2.0	5.0	0.4851180825248313	0.49507	380	Planctomycetota	Jettenia caeni vs Jettenia caeni	high_ani
GCA_004562585.1__GCA_905206095.1	99.28	2.0	0.0	0.4732111175225746	0.47318	115	Firmicutes_A	Limivicinus sp900549645 vs Limivicinus sp900549645	high_ani
GCF_002860225.1__GCF_002860245.1	99.26	2.0	4.0	0.5309604633153993	0.51868	117	Firmicutes	Bacillus_BJ canaveralius vs Bacillus_BJ canaveralius	high_ani
GCA_903933865.1__GCA_903952425.1	99.24	2.0	1.0	0.5171263698131826	0.51241	385	Bacteroidota	CAIKLP01 sp903951325 vs CAIKLP01 sp903951325	high_ani
GCF_001460955.1__GCF_002007845.1	99.23	2.0	3.0	0.1264832950786587	0.11432	6	Chloroflexota	Dehalococcoides mccartyi_B vs Dehalococcoides mccartyi_B	high_ani
GCF_017052095.1__GCF_017052135.1	99.23	2.0	8.0	0.0021944620903045	0.00113	37	Proteobacteria	Pantoea stewartii vs Pantoea stewartii	high_ani
GCA_016706525.1__GCA_016712915.1	99.22	2.0	46.0	0.6172730666232428	0.629	30	Proteobacteria	Rubrivivax sp016709385 vs Rubrivivax sp016709385	high_ani
GCA_018380915.1__GCF_001005065.1	99.2	2.0	3.0	0.4728992905437457	0.48454	101	Actinobacteriota	Bifidobacterium scardovii vs Bifidobacterium scardovii	high_ani
GCA_900752915.1__GCA_905208865.1	99.19	2.0	0.0	0.489069517043363	0.47892	290	Proteobacteria	Parasutterella sp009767915 vs Parasutterella sp009767915	high_ani
GCA_001305095.1__GCA_905207965.1	99.19	2.0	9.0	0.4426363210678248	0.43548	429	Firmicutes_A	Phocea massiliensis vs Phocea massiliensis	high_ani
GCA_903905525.1__GCA_903921315.1	99.18	2.0	3.0	0.5039607185618304	0.50923	371	Campylobacterota	CAITKP01 sp903892995 vs CAITKP01 sp903892995	high_ani
GCA_905373865.1__GCF_000293155.1	99.17	2.0	0.0	0.5187421545977466	0.50242	44	Firmicutes_A	Mogibacterium timidum vs Mogibacterium timidum	high_ani
GCF_001887285.1__GCF_005491085.2	99.17	2.0	6.0	0.9999162135240716	0.99982	2	Actinobacteriota	Microbacterium arborescens vs Microbacterium arborescens	high_ani
GCF_001476355.1__GCF_017051945.1	99.16	2.0	6.0	0.6437647898918893	0.64481	51	Proteobacteria	Pantoea stewartii vs Pantoea stewartii	high_ani
GCA_902581555.1__GCA_902636175.1	99.16	2.0	0.0	0.4234407203141012	0.36791	42	Proteobacteria	CACNYO01 sp902596665 vs CACNYO01 sp902596665	high_ani
GCA_900752915.1__GCA_910585975.1	99.15	2.0	1.0	0.555103220915678	0.55556	290	Proteobacteria	Parasutterella sp009767915 vs Parasutterella sp009767915	high_ani
GCF_018618505.1__GCF_018618595.1	99.15	2.0	0.0	0.4231194521189071	0.42601	42	Firmicutes	Exiguobacterium_A oxidotolerans vs Exiguobacterium_A oxidotolerans	high_ani
GCF_001685035.1__GCF_006408365.1	99.15	2.0	0.0	0.8195980938125582	0.79528	20	Firmicutes	Pradoshia sp001685035 vs Pradoshia sp001685035	high_ani
GCA_900759585.1__GCA_905209645.1	99.15	2.0	2.0	0.5832087109122444	0.58198	52	Firmicutes_A	UMGS1370 sp900542035 vs UMGS1370 sp900542035	high_ani
GCA_900763455.1__GCA_905211365.1	99.14	2.0	15.0	0.4218180964169374	0.42155	123	Bacteroidota	Egerieousia sp900544815 vs Egerieousia sp900544815	high_ani
GCA_905373865.1__GCF_013394805.1	99.13	2.0	5.0	0.3451483984366398	0.32759	21	Firmicutes_A	Mogibacterium timidum vs Mogibacterium timidum	high_ani
GCA_903945695.1__GCA_903958905.1	99.11	2.0	15.0	0.5013798074199073	0.49692	563	Actinobacteriota	F1-60-MAGs149 sp903960645 vs F1-60-MAGs149 sp903960645	high_ani
GCA_018362815.1__GCF_010892375.1	99.11	2.0	7.0	0.5111210882961936	0.51975	68	Firmicutes	WM01 sp013874835 vs WM01 sp013874835	high_ani
GCA_014237205.1__GCA_016841465.1	99.09	2.0	7.0	0.5204546945669921	0.50616	702	Desulfobacterota	JABZFP01 sp014237395 vs JABZFP01 sp014237395	high_ani
GCA_012839985.1__GCA_018433175.1	99.09	2.0	0.0	0.4674929298861054	0.44603	365	Bacteroidota	Petrimonas sp001898165 vs Petrimonas sp001898165	high_ani
GCA_002386485.1__GCA_002437745.1	99.09	2.0	6.0	0.3858030257104818	0.35514	112	Proteobacteria	Enterousia sp002437665 vs Enterousia sp002437665	high_ani
GCA_015659065.1__GCA_015664875.1	99.09	2.0	0.0	0.4921641582904614	0.49714	459	Proteobacteria	Casp-alpha2 sp002938075 vs Casp-alpha2 sp002938075	high_ani
GCA_001918475.1__GCA_005877475.1	99.09	2.0	0.0	0.471153873900217	0.43657	134	Thermoproteota	Nitrosotalea sp001917995 vs Nitrosotalea sp001917995	high_ani
GCF_001526385.1__GCF_001532725.1	99.08	2.0	7.0	0.4692494222696108	0.4709	85	Proteobacteria	Burkholderia territorii vs Burkholderia territorii	high_ani
GCA_009808295.1__GCF_001436795.1	99.06	2.0	9.0	0.4412813625353307	0.45718	18	Firmicutes	Pediococcus acidilactici vs Pediococcus acidilactici	high_ani
GCF_001715725.1__GCF_001715775.1	99.05	2.0	0.0	0.3961360077611737	0.40454	130	Firmicutes	Brochothrix thermosphacta vs Brochothrix thermosphacta	high_ani
GCA_905233155.1__GCA_905234335.1	99.05	2.0	14.0	0.4238829648272722	0.40238	440	Firmicutes_C	UBA9786 sp902785705 vs UBA9786 sp902785705	high_ani
GCA_017888015.1__GCA_019120015.1	99.05	2.0	3.0	0.6563129557934742	0.63277	95	Firmicutes_A	Anaerostipes butyraticus vs Anaerostipes butyraticus	high_ani
GCA_902787535.1__GCA_902790225.1	99.04	2.0	3.0	0.3943435150244632	0.40227	270	Bacteroidota	RF16 sp902785805 vs RF16 sp902785805	high_ani
GCA_003510855.1__GCA_014764115.1	99.02	2.0	31.0	0.4671192067507598	0.46714	841	Proteobacteria	Stenotrophomonas maltophilia_AO vs Stenotrophomonas maltophilia_AO	high_ani
GCA_016710025.1__GCA_017988555.1	99.02	2.0	10.0	0.492413598564946	0.48494	317	Bacteroidota	OLB9 sp016718205 vs OLB9 sp016718205	high_ani
GCA_018362875.1__GCA_905193895.1	99.0	2.0	7.0	0.5380542835371078	0.55607	78	Proteobacteria	Turicimonas muris vs Turicimonas muris	high_ani
GCF_002075365.1__GCF_018274665.1	98.99	2.0	18.0	0.5639002858885872	0.56061	107	Firmicutes	Anoxybacillus_A rupiensis vs Anoxybacillus_A rupiensis	high_ani
GCF_000733145.1__GCF_002892425.1	98.99	2.0	4.0	0.6333494935461658	0.63445	31	Firmicutes_A	Mageeibacillus indolicus vs Mageeibacillus indolicus	high_ani
GCA_003762805.1__GCA_009775475.1	98.98	2.0	9.0	0.4568715395649831	0.46194	142	Bacteroidota	Duncaniella muris vs Duncaniella muris	high_ani
GCA_003762755.1__GCA_009775475.1	98.97	2.0	9.0	0.4732591240031983	0.47757	117	Bacteroidota	Duncaniella muris vs Duncaniella muris	high_ani
GCF_002937035.1__GCF_007989485.1	98.96	2.0	22.0	0.3959736963706103	0.40059	161	Proteobacteria	Paracoccus denitrificans vs Paracoccus denitrificans	high_ani
GCF_006149135.1__GCF_013693595.1	98.96	2.0	9.0	0.6949565975607918	0.69682	83	Proteobacteria	Salmonella bongori vs Salmonella bongori	high_ani
GCA_003516525.1__GCF_001598955.1	98.95	2.0	9.0	0.5360645325290292	0.5406	267	Actinobacteriota	Janibacter terrae vs Janibacter terrae	high_ani
GCA_002839685.1__GCF_012933645.1	98.95	2.0	0.0	0.5202248733692088	0.50146	534	Methanobacteriota	Methanobacterium subterraneum vs Methanobacterium subterraneum	high_ani
GCA_018713965.1__GCA_905213845.1	98.95	2.0	3.0	0.5437737714417332	0.53224	255	Firmicutes_A	Aphodomorpha intestinavium vs Aphodomorpha intestinavium	high_ani
GCA_902770155.1__GCA_902798345.1	98.93	2.0	2.0	0.5753847582227628	0.54784	66	Bacteroidota	RF16 sp902778935 vs RF16 sp902778935	high_ani
GCA_902530005.1__GCA_902623925.1	98.93	2.0	2.0	0.4894841203040027	0.46792	65	Proteobacteria	HIMB59 sp902621205 vs HIMB59 sp902621205	high_ani
GCA_019234735.1__GCA_019236045.1	98.92	2.0	0.0	0.4958630829075418	0.48311	447	Eremiobacterota	JAFAHZ01 sp019236975 vs JAFAHZ01 sp019236975	high_ani
GCA_003497385.1__GCA_902802235.1	98.9	2.0	0.0	0.4825543116014674	0.48131	257	Spirochaetota	Treponema_D sp003455655 vs Treponema_D sp003455655	high_ani
GCA_902756215.1__GCA_902779585.1	98.89	2.0	0.0	0.342121242147401	0.34939	53	Firmicutes_A	RUG115 sp900315735 vs RUG115 sp900315735	high_ani
GCA_018222465.1__GCF_008274645.2	98.89	2.0	1.0	0.4910113914820529	0.48311	809	Bacteroidota	Cyclobacterium marinum vs Cyclobacterium marinum	high_ani
GCF_015552165.1__GCF_016899655.1	98.88	2.0	6.0	0.3973162961509906	0.39103	59	Firmicutes	Faecalitalea cylindroides vs Faecalitalea cylindroides	high_ani
GCF_002252865.1__GCF_005435235.1	98.87	2.0	12.0	0.4867137180150238	0.49508	86	Halobacteriota	Halorubrum ezzemoulense vs Halorubrum ezzemoulense	high_ani
GCF_900101275.1__GCF_900110905.1	98.87	2.0	0.0	0.4691115613546759	0.46414	59	Proteobacteria	Basfia succiniciproducens vs Basfia succiniciproducens	high_ani
GCA_004768385.1__GCA_004768435.1	98.86	2.0	0.0	0.5306868290596956	0.52183	789	Cyanobacteria	Aphanocapsa_A feldmannii vs Aphanocapsa_A feldmannii	high_ani
GCA_000436935.1__GCA_900538615.1	98.85	2.0	9.0	0.4925018035190305	0.49565	264	Firmicutes_A	Blautia stercoris vs Blautia stercoris	high_ani
GCA_016702775.1__GCA_016708545.1	98.85	2.0	11.0	0.5719353018187107	0.56772	34	Bacteroidota	OLB11 sp016711825 vs OLB11 sp016711825	high_ani
GCF_001422425.1__GCF_001424745.1	98.84	2.0	17.0	0.2119600039644262	0.20998	46	Proteobacteria	Methylobacterium sp001423295 vs Methylobacterium sp001423295	high_ani
GCF_900108885.1__GCF_900108965.1	98.84	2.0	30.0	0.4873951629403563	0.48451	249	Proteobacteria	Azotobacter beijerinckii vs Azotobacter beijerinckii	high_ani
GCA_019115885.1__GCA_904376945.1	98.84	2.0	9.0	0.4994170254428432	0.51932	82	Firmicutes_A	Borkfalkia excrementigallinarum vs Borkfalkia excrementigallinarum	high_ani
GCA_900758175.1__GCA_905204825.1	98.83	2.0	6.0	0.4451886791419023	0.44266	128	Firmicutes_A	SFHK01 sp004556395 vs SFHK01 sp004556395	high_ani
GCF_012396205.1__GCF_018917805.1	98.82	2.0	18.0	0.5458711433369567	0.54167	335	Actinobacteriota	Cellulomonas hominis vs Cellulomonas hominis	high_ani
GCA_016405405.1__GCA_905213015.1	98.81	2.0	2.0	0.5635537435964186	0.58718	220	Bacteroidota	Duncaniella dubosii vs Duncaniella dubosii	high_ani
GCA_900548825.1__GCA_905206125.1	98.81	2.0	1.0	0.420889998176932	0.4354	168	Firmicutes_A	Coprococcus_A sp900548825 vs Coprococcus_A sp900548825	high_ani
GCF_003382585.2__GCF_003382625.2	98.8	2.0	10.0	0.6075965887104883	0.6021	167	Proteobacteria	Pectobacterium aquaticum vs Pectobacterium aquaticum	high_ani
GCA_002753595.1__GCA_015232685.1	98.8	2.0	4.0	0.5095019437232371	0.51994	262	Proteobacteria	UBA8363 sp015228975 vs UBA8363 sp002753515	high_ani
GCA_012843125.1__GCF_002300185.1	98.78	2.0	8.0	0.1872795518573533	0.18619	18	Actinobacteriota	Rhodococcus globerulus vs Rhodococcus globerulus	high_ani
GCA_900765695.1__GCA_905208225.1	98.77	2.0	1.0	0.4962040189484073	0.50382	419	Firmicutes_A	Metalachnospira sp900546215 vs Metalachnospira sp900546215	high_ani
GCA_900768155.1__GCA_905188115.1	98.76	2.0	6.0	0.5863821589797478	0.59347	121	Firmicutes_A	UMGS692 sp900544545 vs UMGS692 sp900544545	high_ani
GCA_900317145.1__GCA_902762965.1	98.76	2.0	1.0	0.4653004822889759	0.47921	156	Firmicutes_A	RUG306 sp900316075 vs RUG306 sp900316075	high_ani
GCA_008011925.1__GCA_017997765.1	98.76	2.0	5.0	0.4722516538825581	0.46618	372	Proteobacteria	Zoogloea sp008011925 vs Zoogloea sp008011925	high_ani
GCA_900761175.1__GCA_905213195.1	98.75	2.0	2.0	0.4325426325870153	0.42044	159	Firmicutes_A	Borkfalkia ceftriaxoniphila vs Borkfalkia ceftriaxoniphila	high_ani
GCA_016707695.1__GCA_016717775.1	98.75	2.0	13.0	0.3235555409148884	0.31104	20	Bacteroidota	UBA3362 sp016710265 vs UBA3362 sp016710265	high_ani
GCA_017608225.1__GCA_017609005.1	98.75	2.0	0.0	0.3930459844142461	0.3944	151	Nanoarchaeota	CG1-02-33-12 sp017609385 vs CG1-02-33-12 sp017609385	high_ani
GCF_000798615.1__GCF_014534735.1	98.74	2.0	5.0	0.7178701763885608	0.72029	40	Firmicutes	Bacillus siamensis vs Bacillus siamensis	high_ani
GCA_904374775.1__GCA_904420475.1	98.74	2.0	1.0	0.4712916239301823	0.47084	278	Firmicutes_A	CAJFPI01 sp904419145 vs CAJFPI01 sp904419145	high_ani
GCA_000434715.1__GCF_015552165.1	98.74	2.0	7.0	0.5575808619734811	0.54189	92	Firmicutes	Faecalitalea cylindroides vs Faecalitalea cylindroides	high_ani
GCA_018374995.1__GCA_018380555.1	98.73	2.0	6.0	0.3956692890085354	0.39488	129	Firmicutes_A	Clostridium_Q sp000435655 vs Clostridium_Q sp000435655	high_ani
GCF_007989225.1__GCF_018917805.1	98.73	2.0	11.0	0.5831751509232174	0.58073	161	Actinobacteriota	Cellulomonas hominis vs Cellulomonas hominis	high_ani
GCA_017474185.1__GCF_003364175.1	98.72	2.0	2.0	0.557777169025911	0.54795	345	Campylobacterota	Helicobacter_F sp002287135 vs Helicobacter_F sp002287135	high_ani
GCA_902767505.1__GCA_902798315.1	98.71	2.0	1.0	0.4302793008802754	0.42563	288	Firmicutes_A	CAG-964 sp900316025 vs CAG-964 sp900316025	high_ani
GCA_016887665.1__GCF_002276415.1	98.71	2.0	8.0	0.491313534092579	0.48405	225	Firmicutes	Paenibacillus illinoisensis vs Paenibacillus illinoisensis	high_ani
GCF_018500425.1__GCF_018500505.1	98.69	2.0	3.0	0.5483349241172809	0.53445	124	Campylobacterota	Campylobacter_D jejuni_C vs Campylobacter_D jejuni_C	high_ani
GCA_902770705.1__GCA_902778615.1	98.68	2.0	0.0	0.3893255578595072	0.37275	280	Bacteroidota	Sodaliphilus sp902800715 vs Sodaliphilus sp902800715	high_ani
GCF_014841915.1__GCF_014842235.1	98.67	2.0	11.0	0.6459518081073199	0.64461	35	Proteobacteria	Pseudomonas_E baltica vs Pseudomonas_E baltica	high_ani
GCA_005881505.1__GCA_005889115.1	98.67	2.0	1.0	0.4486673820913047	0.44736	366	Dormibacterota	CF-118 sp005880525 vs CF-118 sp005880525	high_ani
GCA_008925805.1__GCF_001903595.4	98.66	2.0	0.0	0.7151709273085624	0.71731	55	Proteobacteria	Klebsiella planticola vs Klebsiella planticola	high_ani
GCA_018265885.1__GCF_015551465.1	98.65	2.0	8.0	0.5437474982290987	0.51876	285	Bacteroidota	Barnesiella intestinihominis vs Barnesiella intestinihominis	high_ani
GCA_017889445.1__GCA_900759635.1	98.65	2.0	2.0	0.5826208862154441	0.60232	228	Firmicutes_A	Enterocloster excrementigallinarum vs Enterocloster excrementigallinarum	high_ani
GCA_900768895.1__GCA_905199185.1	98.64	2.0	4.0	0.4427436411140592	0.43845	65	Firmicutes_A	Merdivicinus sp900555435 vs Merdivicinus sp900555435	high_ani
GCA_900471165.1__GCA_900472825.1	98.64	2.0	10.0	0.4849447517417624	0.4727	47	Proteobacteria	Allorhizobium sp900473245 vs Allorhizobium sp900473245	high_ani
GCA_902796015.1__GCA_902802235.1	98.63	2.0	0.0	0.5616810293191822	0.55561	354	Spirochaetota	Treponema_D sp003455655 vs Treponema_D sp003455655	high_ani
GCF_002750995.1__GCF_002799025.1	98.63	2.0	2.0	8.127756074967596e-05	0.0	9	Proteobacteria	Stenotrophomonas indicatrix vs Stenotrophomonas indicatrix	high_ani
GCA_019120195.1__GCA_905207605.1	98.62	2.0	7.0	0.4234702449997406	0.42463	143	Bacteroidota	Phocaeicola merdavium vs Phocaeicola merdavium	high_ani
GCA_902569235.1__GCA_902613625.1	98.62	2.0	0.0	0.2717258994496407	0.30724	55	Bacteroidota	UBA1275 sp902529365 vs UBA1275 sp902529365	high_ani
GCA_900471565.1__GCA_900471965.1	98.61	2.0	13.0	0.5104701972719407	0.50969	46	Proteobacteria	Allorhizobium sp900473245 vs Allorhizobium sp900473245	high_ani
GCA_004553695.1__GCA_905210495.1	98.6	2.0	4.0	0.3172108933766652	0.31873	52	Firmicutes_A	CAG-1024 sp000432015 vs CAG-1024 sp000432015	high_ani
GCA_902780715.1__GCA_902802785.1	98.59	2.0	4.0	0.4198738950952477	0.41857	21	Bacteroidota	UBA4293 sp900316585 vs UBA4293 sp900316585	high_ani
GCA_900549785.1__GCA_905213285.1	98.56	2.0	2.0	0.4859284657378547	0.49269	292	Bacteroidota	CAG-485 sp001701295 vs CAG-485 sp001701295	high_ani
GCA_902785015.1__GCA_902795405.1	98.56	2.0	6.0	0.4269645840934117	0.42975	281	Firmicutes	Bulleidia sp000701725 vs Bulleidia sp000701725	high_ani
