pairid	anim_ani	dnadiff_inverted_fraction	syn2b_inv	syn2b_junctions	dd_inversions_ref	dd_inversions_qry	dd_breakpoints_ref	dd_breakpoints_qry	q_contigs	r_contigs	max_contigs	phylum	species_pair	dataset	inv_events
GCA_008671025.1__GCA_900547115.1	97.66	0.5092382774167483	0.56207	3.0	1.0	1.0	322.0	430.0	48	107	107	Actinobacteriota	Varibaculum timonense_A vs Varibaculum timonense_A	high_ani	1.0
GCA_008661855.1__GCA_008669045.1	99.93	0.4722908892371664	0.4721	0.0	0.0	0.0	162.0	151.0	62	57	62	Actinobacteriota	Varibaculum timonense_A vs Varibaculum timonense_A	high_ani	0.0
GCF_000367445.1__GCF_003208575.1	98.33	0.6718308305809829	0.65827	5.0	3.0	2.0	169.0	187.0	20	31	31	Firmicutes	Metamycoplasma alkalescens vs Metamycoplasma alkalescens	high_ani	3.0
GCF_010858005.1__GCF_015477975.1	98.67	0.5620318895421433	0.56807	27.0	10.0	10.0	1171.0	876.0	628	61	628	Actinobacteriota	Nocardia cyriacigeorgica_B vs Nocardia cyriacigeorgica_B	high_ani	10.0
GCF_010858005.1__GCF_015477225.1	98.47	0.4840565821596277	0.4832	19.0	10.0	10.0	1187.0	864.0	628	98	628	Actinobacteriota	Nocardia cyriacigeorgica_B vs Nocardia cyriacigeorgica_B	high_ani	10.0
GCF_010858005.1__GCF_015477645.1	98.55	0.5299973214285715	0.52431	14.0	11.0	10.0	1446.0	1146.0	628	202	628	Actinobacteriota	Nocardia cyriacigeorgica_B vs Nocardia cyriacigeorgica_B	high_ani	11.0
GCF_000293015.1__GCF_900450505.1	98.14	0.6906170906433434	0.69398	4.0	4.0	4.0	265.0	230.0	25	2	25	Actinobacteriota	Slackia exigua vs Slackia exigua	high_ani	4.0
GCF_000722885.1__GCF_900103515.1	99.08	0.5708909970446764	0.56831	1.0	0.0	0.0	530.0	380.0	122	27	122	Bacteroidota	Pedobacter antarcticus vs Pedobacter antarcticus	high_ani	0.0
GCF_010580965.1__GCF_910574975.1	98.48	0.5860119474621448	0.58379	4.0	0.0	1.0	1967.0	1601.0	199	130	199	Firmicutes	Ligilactobacillus murinus vs Ligilactobacillus murinus	high_ani	1.0
GCA_002358455.1__GCF_010581185.1	98.3	0.4492642516727382	0.46941	1.0	0.0	0.0	772.0	539.0	172	200	200	Firmicutes	Ligilactobacillus murinus vs Ligilactobacillus murinus	high_ani	0.0
GCF_910574045.1__GCF_910574975.1	99.96	0.5769540819156722	0.59876	5.0	9.0	9.0	401.0	405.0	129	130	130	Firmicutes	Ligilactobacillus murinus vs Ligilactobacillus murinus	high_ani	9.0
GCA_903877085.1__GCA_903925765.1	99.33	0.4450567423120692	0.44301	0.0	1.0	1.0	661.0	1018.0	400	575	575	Proteobacteria	Rhizomicrobium sp903857685 vs Rhizomicrobium sp903857685	high_ani	1.0
GCA_905208125.1__GCF_014287725.1	99.1	0.5169235431029418	0.51498	5.0	0.0	0.0	1254.0	577.0	433	120	433	Firmicutes_A	Clostridium disporicum vs Clostridium disporicum	high_ani	0.0
GCA_016290275.1__GCA_902771375.1	97.88	0.5648506047912195	0.55198	3.0	2.0	2.0	687.0	724.0	253	386	386	Bacteroidota	Cryptobacteroides sp900319685 vs Cryptobacteroides sp900319685	high_ani	2.0
GCA_902771375.1__GCA_902775215.1	97.81	0.4440630209379193	0.43783	4.0	4.0	5.0	801.0	436.0	386	21	386	Bacteroidota	Cryptobacteroides sp900319685 vs Cryptobacteroides sp900319685	high_ani	5.0
GCA_017389675.1__GCA_902768475.1	98.25	0.4664261224978665	0.45461	0.0	1.0	1.0	634.0	507.0	316	350	350	Bacteroidota	Cryptobacteroides sp900319685 vs Cryptobacteroides sp900319685	high_ani	1.0
GCA_017531355.1__GCA_902774955.1	95.88	0.5269418079355229	0.53626	11.0	1.0	1.0	1251.0	841.0	378	83	378	Bacteroidota	UBA4372 sp900320565 vs UBA4372 sp900320565	high_ani	1.0
GCA_017531355.1__GCA_900320165.1	96.54	0.5021385614867855	0.48541	1.0	0.0	0.0	1151.0	746.0	378	84	378	Bacteroidota	UBA4372 sp900320565 vs UBA4372 sp900320565	high_ani	0.0
GCA_902763715.1__GCA_902779435.1	95.88	0.5023799377388063	0.49705	21.0	1.0	1.0	1029.0	1137.0	41	106	106	Bacteroidota	UBA4372 sp900320565 vs UBA4372 sp900320565	high_ani	1.0
GCA_002379505.1__GCA_002711945.1	97.15	0.4604331646172949	0.47863	2.0	0.0	0.0	1006.0	725.0	377	90	377	Proteobacteria	Acinetobacter venetianus vs Acinetobacter venetianus	high_ani	0.0
GCA_015661595.1__GCF_001584675.1	97.57	0.5179243526728188	0.53862	0.0	1.0	1.0	541.0	1009.0	69	399	399	Proteobacteria	Acinetobacter venetianus vs Acinetobacter venetianus	high_ani	1.0
GCA_015661595.1__GCF_004209405.1	96.55	0.4580752631802273	0.46366	0.0	2.0	2.0	538.0	588.0	69	102	102	Proteobacteria	Acinetobacter venetianus vs Acinetobacter venetianus	high_ani	2.0
GCA_002403255.1__GCA_002424565.1	99.75	0.527468473761152	0.51135	1.0	0.0	0.0	353.0	340.0	181	131	181	WOR-3	UBA2202 sp002327905 vs UBA2202 sp002327905	high_ani	0.0
GCA_002403255.1__GCA_003543575.1	99.37	0.5473357257864255	0.5509	2.0	1.0	1.0	385.0	682.0	181	266	266	WOR-3	UBA2202 sp002327905 vs UBA2202 sp002327905	high_ani	1.0
GCA_002424565.1__GCA_003543575.1	99.53	0.4913941196990739	0.49091	1.0	1.0	1.0	206.0	454.0	131	266	266	WOR-3	UBA2202 sp002327905 vs UBA2202 sp002327905	high_ani	1.0
GCA_009835875.1__GCA_009836655.1	99.39	0.4736074144138199	0.46168	3.0	0.0	0.0	356.0	449.0	188	212	212	Actinobacteriota	Bin76 sp009837815 vs Bin76 sp009837815	high_ani	0.0
GCA_009841565.1__GCA_009845945.1	99.4	0.523303348330373	0.50665	1.0	0.0	0.0	290.0	500.0	134	233	233	Actinobacteriota	Bin76 sp009837815 vs Bin76 sp009837815	high_ani	0.0
GCA_009841565.1__GCA_009842715.1	99.32	0.5292125964085874	0.54328	0.0	0.0	0.0	327.0	635.0	134	315	315	Actinobacteriota	Bin76 sp009837815 vs Bin76 sp009837815	high_ani	0.0
GCA_002386665.1__GCF_002193135.1	97.96	0.4225667213812389	0.42399	6.0	0.0	0.0	792.0	540.0	260	136	260	Proteobacteria	Pseudomonas_A stutzeri vs Pseudomonas_A stutzeri	high_ani	0.0
GCA_002296595.1__GCF_003935565.1	98.24	0.4819723182694794	0.48316	2.0	0.0	0.0	403.0	509.0	38	141	141	Proteobacteria	Pseudomonas_A stutzeri vs Pseudomonas_A stutzeri	high_ani	0.0
GCA_002473225.1__GCF_013267085.1	98.0	0.3695858931120607	0.35018	6.0	10.0	9.0	515.0	899.0	20	625	625	Proteobacteria	Pseudomonas_A stutzeri vs Pseudomonas_A stutzeri	high_ani	10.0
GCA_012839985.1__GCA_018433175.1	99.09	0.4674929298861054	0.44603	0.0	2.0	2.0	695.0	681.0	365	216	365	Bacteroidota	Petrimonas sp001898165 vs Petrimonas sp001898165	high_ani	2.0
GCA_902555425.1__GCA_902558645.1	99.2	0.3656644532746703	0.3795	1.0	1.0	0.0	63.0	94.0	27	41	41	Proteobacteria	MED-G78 sp902558645 vs MED-G78 sp902558645	high_ani	1.0
GCA_003331645.1__GCA_902558645.1	95.81	0.4602854465227068	0.43243	0.0	0.0	0.0	46.0	42.0	25	41	41	Proteobacteria	MED-G78 sp902558645 vs MED-G78 sp902558645	high_ani	0.0
GCA_902555615.1__GCA_902559475.1	98.89	0.3271147616461494	0.29845	0.0	4.0	4.0	73.0	88.0	27	38	38	Proteobacteria	MED-G78 sp902558645 vs MED-G78 sp902558645	high_ani	4.0
GCA_900554425.1__GCA_900752075.1	98.4	0.4899562132138961	0.4833	0.0	0.0	0.0	315.0	172.0	200	43	200	Firmicutes_A	Dysosmobacter sp905200545 vs Dysosmobacter sp905200545	high_ani	0.0
GCA_018375635.1__GCF_003477535.1	98.89	0.4341671801858415	0.43886	4.0	6.0	7.0	857.0	444.0	248	41	248	Firmicutes_A	Eubacterium maltosivorans vs Eubacterium maltosivorans	high_ani	7.0
GCF_001481725.1__GCF_902364445.1	98.83	0.4342097642583202	0.42961	8.0	14.0	7.0	512.0	560.0	1	41	41	Firmicutes_A	Eubacterium maltosivorans vs Eubacterium maltosivorans	high_ani	14.0
GCF_003477535.1__GCF_900103155.1	98.78	0.4664787988249154	0.47359	9.0	5.0	4.0	683.0	760.0	41	87	87	Firmicutes_A	Eubacterium maltosivorans vs Eubacterium maltosivorans	high_ani	5.0
GCA_017640225.1__GCA_017640265.1	98.05	0.6226808188790451	0.62169	0.0	0.0	0.0	227.0	223.0	122	101	122	Proteobacteria	GCA-2704625 sp017640245 vs GCA-2704625 sp017640245	high_ani	0.0
GCA_017640125.1__GCA_017640205.1	98.09	0.4989368070005415	0.53826	3.0	0.0	0.0	253.0	188.0	102	116	116	Proteobacteria	GCA-2704625 sp017640245 vs GCA-2704625 sp017640245	high_ani	0.0
GCA_017640165.1__GCA_017640175.1	98.83	0.4917575888757853	0.49324	0.0	0.0	0.0	441.0	303.0	215	160	215	Proteobacteria	GCA-2704625 sp017640245 vs GCA-2704625 sp017640245	high_ani	0.0
GCA_018381555.1__GCA_905200965.1	97.5	0.5463153135288785	0.52788	11.0	10.0	10.0	1263.0	1366.0	64	180	180	Firmicutes_A	Faecalibacterium sp900539885 vs Faecalibacterium sp900539885	high_ani	10.0
GCA_004555945.1__GCA_905200965.1	97.3	0.4453404482909023	0.43114	10.0	12.0	12.0	1160.0	1150.0	105	180	180	Firmicutes_A	Faecalibacterium sp900539885 vs Faecalibacterium sp900539885	high_ani	12.0
GCA_009774295.1__GCA_013316185.1	98.16	0.5243723491714034	0.51305	2.0	25.0	25.0	537.0	512.0	507	224	507	Firmicutes_A	Sporofaciens sp009774295 vs Sporofaciens sp009774295	high_ani	25.0
GCA_009774295.1__GCA_910579715.1	98.73	0.4642449506968389	0.49375	0.0	0.0	0.0	1037.0	433.0	507	140	507	Firmicutes_A	Sporofaciens sp009774295 vs Sporofaciens sp009774295	high_ani	0.0
GCA_013316185.1__GCA_910579715.1	98.3	0.5174895927243747	0.4989	7.0	40.0	41.0	638.0	396.0	224	140	224	Firmicutes_A	Sporofaciens sp009774295 vs Sporofaciens sp009774295	high_ani	41.0
GCF_002204835.1__GCF_002916795.1	99.44	0.4299689809133916	0.43162	3.0	0.0	0.0	829.0	1056.0	145	265	265	Bacteroidota	Flavobacterium columnare_C vs Flavobacterium columnare_C	high_ani	0.0
GCF_002916795.1__GCF_011316565.1	99.44	0.5868940455860708	0.56806	2.0	0.0	0.0	977.0	677.0	265	89	265	Bacteroidota	Flavobacterium columnare_C vs Flavobacterium columnare_C	high_ani	0.0
GCF_002204835.1__GCF_011316545.1	99.43	0.5619999882417419	0.5729	4.0	0.0	1.0	909.0	823.0	145	91	145	Bacteroidota	Flavobacterium columnare_C vs Flavobacterium columnare_C	high_ani	1.0
GCA_019115905.1__GCF_904394705.1	99.99	0.512072701216426	0.51343	0.0	0.0	0.0	197.0	102.0	94	43	94	Firmicutes_A	Avimicrobium caecorum vs Avimicrobium caecorum	high_ani	0.0
GCA_900547185.1__GCA_900762305.1	98.07	0.5004894410295536	0.50232	5.0	0.0	0.0	482.0	507.0	122	144	144	Firmicutes_A	Avimicrobium caecorum vs Avimicrobium caecorum	high_ani	0.0
GCA_900547185.1__GCA_905187875.1	98.08	0.5143203360548351	0.52949	1.0	0.0	0.0	453.0	769.0	122	340	340	Firmicutes_A	Avimicrobium caecorum vs Avimicrobium caecorum	high_ani	0.0
GCA_002338485.1__GCA_002450275.1	99.79	0.5362126621958652	0.53828	0.0	0.0	0.0	865.0	587.0	404	205	404	Proteobacteria	UBA4421 sp002470275 vs UBA4421 sp002470275	high_ani	0.0
GCA_004213395.1__GCA_902572725.1	99.5	0.4911762561664142	0.48951	4.0	8.0	7.0	87.0	193.0	35	83	83	Proteobacteria	UBA4421 sp002470275 vs UBA4421 sp002470275	high_ani	8.0
GCA_002338485.1__GCA_902572725.1	99.4	0.4996811235850972	0.51784	3.0	6.0	7.0	449.0	349.0	404	83	404	Proteobacteria	UBA4421 sp002470275 vs UBA4421 sp002470275	high_ani	7.0
GCF_002285155.1__GCF_007786415.1	97.57	0.4030189348319174	0.40036	12.0	2.0	1.0	431.0	480.0	20	30	30	Actinobacteriota	Corynebacterium gottingense vs Corynebacterium gottingense	high_ani	2.0
GCF_002285075.1__GCF_002285155.1	97.48	0.4015238739116548	0.39971	7.0	0.0	3.0	456.0	403.0	20	20	20	Actinobacteriota	Corynebacterium gottingense vs Corynebacterium gottingense	high_ani	3.0
GCF_002285085.1__GCF_002285155.1	97.77	0.4908282298728178	0.47863	11.0	0.0	1.0	475.0	430.0	22	20	22	Actinobacteriota	Corynebacterium gottingense vs Corynebacterium gottingense	high_ani	1.0
GCA_015122025.1__GCA_015122065.1	98.04	0.5022636305035454	0.44828	0.0	0.0	0.0	108.0	77.0	33	22	33	Nanoarchaeota	JADFAT01 sp015122075 vs JADFAT01 sp015122075	high_ani	0.0
GCA_015121965.1__GCA_015122035.1	97.45	0.5035333532268128	0.51562	0.0	0.0	0.0	143.0	138.0	48	31	48	Nanoarchaeota	JADFAT01 sp015122075 vs JADFAT01 sp015122075	high_ani	0.0
GCA_015121965.1__GCA_015122065.1	97.6	0.4879229621556241	0.3561	0.0	0.0	0.0	134.0	107.0	48	22	48	Nanoarchaeota	JADFAT01 sp015122075 vs JADFAT01 sp015122075	high_ani	0.0
GCF_000971865.1__GCF_000971875.1	99.98	0.5614865448394504	0.56134	3.0	0.0	0.0	352.0	355.0	121	112	121	Actinobacteriota	Corynebacterium argentoratense vs Corynebacterium argentoratense	high_ani	0.0
GCA_903827795.1__GCA_903837615.1	99.98	0.2735740118774216	0.27525	0.0	0.0	0.0	117.0	93.0	61	52	61	Zixibacteria	CAIVRH01 sp903908285 vs CAIVRH01 sp903908285	high_ani	0.0
GCA_903827795.1__GCA_903840205.1	99.97	0.4010480120872674	0.38942	0.0	0.0	0.0	108.0	129.0	61	69	69	Zixibacteria	CAIVRH01 sp903908285 vs CAIVRH01 sp903908285	high_ani	0.0
GCA_903837615.1__GCA_903840205.1	99.98	0.2688132346250487	0.27309	0.0	0.0	0.0	108.0	148.0	52	69	69	Zixibacteria	CAIVRH01 sp903908285 vs CAIVRH01 sp903908285	high_ani	0.0
GCF_001758545.1__GCF_001758795.1	98.2	0.701086271883425	0.70793	16.0	6.0	9.0	1130.0	1144.0	89	74	89	Proteobacteria	Duganella sp000335815 vs Duganella sp000335815	high_ani	9.0
GCF_001758545.1__GCF_009380165.1	95.67	0.3899018754848373	0.38673	9.0	3.0	4.0	1377.0	1451.0	89	46	89	Proteobacteria	Duganella sp000335815 vs Duganella sp000335815	high_ani	4.0
GCF_001758795.1__GCF_009380165.1	95.63	0.5738153169775204	0.57237	10.0	3.0	5.0	1390.0	1413.0	74	46	74	Proteobacteria	Duganella sp000335815 vs Duganella sp000335815	high_ani	5.0
GCA_018665665.1__GCA_018671325.1	99.7	0.5324004191464782	0.52346	0.0	0.0	0.0	263.0	300.0	136	125	136	Proteobacteria	UBA8337 sp018660505 vs UBA8337 sp018660505	high_ani	0.0
GCA_017537385.1__GCA_017549625.1	98.87	0.4984382453186921	0.50098	1.0	0.0	0.0	638.0	615.0	257	243	257	Halobacteriota	Methanocorpusculum sp017387505 vs Methanocorpusculum sp017387505	high_ani	0.0
GCA_017537385.1__GCA_017561385.1	98.84	0.4477420417350012	0.46551	0.0	1.0	1.0	647.0	628.0	257	252	257	Halobacteriota	Methanocorpusculum sp017387505 vs Methanocorpusculum sp017387505	high_ani	1.0
GCA_017549625.1__GCA_017561385.1	98.92	0.4826686916229242	0.46836	1.0	3.0	3.0	622.0	637.0	243	252	252	Halobacteriota	Methanocorpusculum sp017387505 vs Methanocorpusculum sp017387505	high_ani	3.0
GCF_000712315.1__GCF_013347125.1	99.97	0.5195123048582048	0.51424	3.0	0.0	0.0	252.0	104.0	80	10	80	Proteobacteria	Ascidiaceihabitans pseudonitzschiae vs Ascidiaceihabitans pseudonitzschiae	high_ani	0.0
GCF_000712315.1__GCF_014805345.1	99.99	0.604788772157704	0.60414	0.0	0.0	0.0	264.0	73.0	80	17	80	Proteobacteria	Ascidiaceihabitans pseudonitzschiae vs Ascidiaceihabitans pseudonitzschiae	high_ani	0.0
GCF_013347125.1__GCF_014805345.1	99.96	0.7160437875130217	0.73066	10.0	4.0	4.0	133.0	140.0	10	17	17	Proteobacteria	Ascidiaceihabitans pseudonitzschiae vs Ascidiaceihabitans pseudonitzschiae	high_ani	4.0
GCF_008974205.1__GCF_008974225.1	99.79	0.6581663123919382	0.6665	1.0	0.0	1.0	444.0	408.0	149	142	149	Firmicutes	Weizmannia sp008974185 vs Weizmannia sp008974185	high_ani	1.0
GCA_011040195.1__GCA_011050745.1	99.99	0.4563968750607663	0.45924	1.0	1.0	1.0	796.0	833.0	155	241	241	Nitrospirota	BMS3ABIN06 sp002897895 vs BMS3ABIN06 sp002897895	high_ani	1.0
GCF_009295545.1__GCF_018861855.1	98.27	0.491261989994898	0.49952	9.0	6.0	3.0	1590.0	1535.0	90	96	96	Firmicutes_A	Clostridium_AD estertheticum vs Clostridium_AD estertheticum	high_ani	6.0
GCF_018861305.1__GCF_018861855.1	98.96	0.3891923157853146	0.38796	3.0	2.0	3.0	993.0	1038.0	59	96	96	Firmicutes_A	Clostridium_AD estertheticum vs Clostridium_AD estertheticum	high_ani	3.0
GCF_018861665.1__GCF_018861855.1	98.96	0.546606699471133	0.54204	3.0	2.0	3.0	999.0	1045.0	56	96	96	Firmicutes_A	Clostridium_AD estertheticum vs Clostridium_AD estertheticum	high_ani	3.0
GCA_902762075.1__GCA_902784875.1	97.99	0.4272039066657916	0.41388	12.0	1.0	1.0	1008.0	640.0	321	140	321	Bacteroidota	UBA4334 sp902801475 vs UBA4334 sp902801475	high_ani	1.0
GCA_902772145.1__GCA_902784875.1	97.67	0.4896462357003858	0.49913	18.0	1.0	3.0	1061.0	912.0	225	140	225	Bacteroidota	UBA4334 sp902801475 vs UBA4334 sp902801475	high_ani	3.0
GCA_902760875.1__GCA_902800605.1	97.65	0.492590324998855	0.4982	49.0	2.0	5.0	1115.0	1091.0	104	124	124	Bacteroidota	UBA4334 sp902801475 vs UBA4334 sp902801475	high_ani	5.0
GCF_902381785.1__GCF_902410085.1	96.6	0.6709856481104138	0.67063	13.0	10.0	8.0	820.0	853.0	29	391	391	Halobacteriota	Haloferax massiliensis vs Haloferax massiliensis	high_ani	10.0
GCA_002386485.1__GCA_002451575.1	99.86	0.486829638256657	0.49694	0.0	0.0	0.0	54.0	60.0	19	13	19	Proteobacteria	Enterousia sp002437665 vs Enterousia sp002437665	high_ani	0.0
GCA_002386485.1__GCA_002437745.1	99.09	0.3858030257104818	0.35514	6.0	2.0	2.0	184.0	277.0	19	112	112	Proteobacteria	Enterousia sp002437665 vs Enterousia sp002437665	high_ani	2.0
GCA_002436715.1__GCA_002477875.1	99.11	0.4474335418634809	0.42338	3.0	0.0	0.0	187.0	198.0	51	75	75	Proteobacteria	Enterousia sp002437665 vs Enterousia sp002437665	high_ani	0.0
GCA_008124685.1__GCA_009493695.1	97.16	0.5677515192437542	0.55085	10.0	0.0	1.0	142.0	131.0	21	7	21	Proteobacteria	Paracoccus marcusii vs Paracoccus marcusii	high_ani	1.0
GCF_000967825.1__GCF_015390265.1	98.07	0.4601032203629182	0.47073	17.0	5.0	7.0	227.0	234.0	39	12	39	Proteobacteria	Paracoccus marcusii vs Paracoccus marcusii	high_ani	7.0
GCF_006239215.1__GCF_015390265.1	97.94	0.4978853346523259	0.49224	10.0	0.0	2.0	330.0	226.0	127	12	127	Proteobacteria	Paracoccus marcusii vs Paracoccus marcusii	high_ani	2.0
GCA_900539085.1__GCA_900756475.1	96.29	0.3854135105562384	0.37257	2.0	0.0	0.0	373.0	466.0	10	75	75	Actinobacteriota	CAG-1427 sp000435475 vs CAG-1427 sp000435475	high_ani	0.0
GCA_900539085.1__GCA_905198335.1	96.17	0.1249170291030981	0.11755	0.0	0.0	0.0	377.0	385.0	10	12	12	Actinobacteriota	CAG-1427 sp000435475 vs CAG-1427 sp000435475	high_ani	0.0
GCA_900756475.1__GCA_905198335.1	98.48	0.3800021372892614	0.3727	1.0	0.0	0.0	236.0	140.0	75	12	75	Actinobacteriota	CAG-1427 sp000435475 vs CAG-1427 sp000435475	high_ani	0.0
GCF_000237145.1__GCF_002717025.1	99.99	0.0584885234898036	0.05776	2.0	2.0	2.0	66.0	66.0	1	1	1	Actinobacteriota	Actinoplanes sp900119315 vs Actinoplanes sp900119315	high_ani	2.0
GCF_002204815.1__GCF_004010215.1	98.94	0.5001350013500135	0.48405	2.0	1.0	5.0	2112.0	1466.0	376	4	376	Bacteroidota	Flavobacterium columnare_D vs Flavobacterium columnare_D	high_ani	5.0
GCA_903837735.1__GCA_903890355.1	99.92	0.4555563418141461	0.45754	9.0	0.0	0.0	2264.0	2831.0	577	782	782	Verrucomicrobiota	CAIQLG01 sp903872565 vs CAIQLG01 sp903872565	high_ani	0.0
GCA_015228685.1__GCA_015232515.1	99.3	0.4876061082106888	0.47975	3.0	4.0	3.0	754.0	1265.0	139	459	459	Desulfobacterota	YD0425bin51 sp002753225 vs YD0425bin51 sp002753225	high_ani	4.0
GCA_002329165.1__GCA_905207605.1	97.86	0.5273461951571019	0.5346	4.0	0.0	0.0	1053.0	909.0	427	143	427	Bacteroidota	Phocaeicola merdavium vs Phocaeicola merdavium	high_ani	0.0
GCA_002329165.1__GCA_019120195.1	97.88	0.5356785387095483	0.53706	3.0	0.0	1.0	1015.0	805.0	427	102	427	Bacteroidota	Phocaeicola merdavium vs Phocaeicola merdavium	high_ani	1.0
GCA_019120195.1__GCA_905207605.1	98.62	0.4234702449997406	0.42463	7.0	2.0	2.0	596.0	680.0	102	143	143	Bacteroidota	Phocaeicola merdavium vs Phocaeicola merdavium	high_ani	2.0
GCA_902623315.1__GCA_902624565.1	96.38	0.3893382516699193	0.38194	2.0	3.0	3.0	124.0	95.0	56	47	56	Proteobacteria	Pelagibacter sp902625715 vs Pelagibacter sp902625715	high_ani	3.0
GCA_017985755.1__GCA_017985895.1	99.88	0.5314383476052683	0.5316	0.0	0.0	0.0	228.0	248.0	150	161	161	Proteobacteria	Azonexus sp016705475 vs Azonexus sp016705475	high_ani	0.0
GCF_009600045.1__GCF_009600205.1	96.55	0.5049866237061028	0.4931	8.0	0.0	1.0	2812.0	2468.0	536	403	536	Proteobacteria	Pseudomonas_E helleri vs Pseudomonas_E helleri	high_ani	1.0
GCF_009600365.1__GCF_009600385.1	99.89	0.4994650606049301	0.50653	5.0	1.0	0.0	685.0	542.0	354	222	354	Proteobacteria	Pseudomonas_E helleri vs Pseudomonas_E helleri	high_ani	1.0
GCF_009600285.1__GCF_009600525.1	96.58	0.5233602321533602	0.51349	21.0	0.0	2.0	2007.0	1999.0	370	272	370	Proteobacteria	Pseudomonas_E helleri vs Pseudomonas_E helleri	high_ani	2.0
GCF_004421165.1__GCF_004421175.1	99.93	0.45762456150406	0.45451	0.0	1.0	1.0	272.0	216.0	91	96	96	Verrucomicrobiota	Methylacidiphilum fumariolicum vs Methylacidiphilum fumariolicum	high_ani	1.0
GCF_000297415.1__GCF_004421175.1	99.93	0.4079027916517979	0.40688	6.0	0.0	0.0	430.0	273.0	109	96	109	Verrucomicrobiota	Methylacidiphilum fumariolicum vs Methylacidiphilum fumariolicum	high_ani	0.0
GCF_004421155.1__GCF_004421195.1	99.97	0.4447688976764358	0.44863	2.0	0.0	0.0	219.0	197.0	113	101	113	Verrucomicrobiota	Methylacidiphilum fumariolicum vs Methylacidiphilum fumariolicum	high_ani	0.0
GCA_016462525.1__GCA_016462725.1	98.63	0.5241251987982697	0.54219	0.0	0.0	0.0	332.0	373.0	202	227	227	Chloroflexota	Limnocylindrus sp016463555 vs Limnocylindrus sp016463555	high_ani	0.0
GCF_002553575.1__GCF_900073015.1	99.99	0.5479058050625878	0.56732	0.0	0.0	0.0	473.0	320.0	95	75	95	Actinobacteriota	Mycobacterium brumae vs Mycobacterium brumae	high_ani	0.0
GCA_903874165.1__GCA_903896955.1	99.97	0.5137202902611351	0.50326	0.0	2.0	1.0	148.0	360.0	53	172	172	Patescibacteria	C7867-002 sp903872035 vs C7867-002 sp903872035	high_ani	2.0
GCA_903866155.1__GCA_903874165.1	99.99	0.4440979004908156	0.43657	1.0	0.0	0.0	149.0	117.0	70	53	70	Patescibacteria	C7867-002 sp903872035 vs C7867-002 sp903872035	high_ani	0.0
GCA_903842745.1__GCA_903874165.1	99.99	0.5698999463397152	0.58037	0.0	0.0	0.0	57.0	92.0	28	53	53	Patescibacteria	C7867-002 sp903872035 vs C7867-002 sp903872035	high_ani	0.0
GCA_011620085.1__GCA_015709405.1	99.42	0.6346062746017327	0.6518	1.0	0.0	0.0	393.0	350.0	186	159	186	Spirochaetota	Sphaerochaeta halotolerans vs Sphaerochaeta halotolerans	high_ani	0.0
GCA_011620085.1__GCF_009823595.1	99.23	0.5380662012167163	0.53719	0.0	0.0	0.0	598.0	389.0	186	36	186	Spirochaetota	Sphaerochaeta halotolerans vs Sphaerochaeta halotolerans	high_ani	0.0
GCA_015709405.1__GCF_009823595.1	99.02	0.4905181409836304	0.50269	5.0	0.0	0.0	643.0	402.0	159	36	159	Spirochaetota	Sphaerochaeta halotolerans vs Sphaerochaeta halotolerans	high_ani	0.0
GCA_001778855.1__GCA_001780475.1	99.73	0.3116636763316122	0.29219	3.0	0.0	0.0	101.0	92.0	91	34	91	Patescibacteria	2-01-FULL-46-13 sp001780775 vs 2-01-FULL-46-13 sp001780775	high_ani	0.0
GCA_001780475.1__GCA_001780555.1	99.94	0.2154594040186991	0.2215	0.0	0.0	0.0	52.0	58.0	34	44	44	Patescibacteria	2-01-FULL-46-13 sp001780775 vs 2-01-FULL-46-13 sp001780775	high_ani	0.0
GCA_001780555.1__GCA_001780635.1	99.92	0.1825167843780895	0.20088	0.0	0.0	0.0	52.0	73.0	44	37	44	Patescibacteria	2-01-FULL-46-13 sp001780775 vs 2-01-FULL-46-13 sp001780775	high_ani	0.0
GCF_018847015.1__GCF_018847695.1	99.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	1	Verrucomicrobiota	Akkermansia sp001580195 vs Akkermansia sp001580195	high_ani	0.0
GCF_018709825.1__GCF_018847015.1	99.98	0.6554131145276967	0.66948	4.0	14.0	16.0	340.0	143.0	89	1	89	Verrucomicrobiota	Akkermansia sp001580195 vs Akkermansia sp001580195	high_ani	16.0
GCA_902386505.1__GCF_001578645.1	100.0	0.0	0.0	0.0	0.0	0.0	124.0	124.0	113	113	113	Verrucomicrobiota	Akkermansia sp001580195 vs Akkermansia sp001580195	high_ani	0.0
GCA_000433075.1__GCA_905210015.1	97.76	0.5256652882052055	0.53968	4.0	6.0	6.0	584.0	511.0	131	24	131	Firmicutes_A	Coprococcus sp000433075 vs Coprococcus sp000433075	high_ani	6.0
GCA_900538625.1__GCA_905210015.1	97.88	0.45441009672674	0.47208	0.0	8.0	8.0	530.0	530.0	28	24	28	Firmicutes_A	Coprococcus sp000433075 vs Coprococcus sp000433075	high_ani	8.0
GCA_000433075.1__GCA_900538625.1	99.09	0.4194932958900228	0.40274	6.0	1.0	1.0	370.0	295.0	131	28	131	Firmicutes_A	Coprococcus sp000433075 vs Coprococcus sp000433075	high_ani	1.0
